,lemma,form,tags,family,language
532,a+diʔtshí,radiʔtshí,V;HAB,4,10
533,dusha,gudusha,V;PFV,4,10
534,u+z+aˀa,gúzaˀa,V;POT,4,10
535,a+ldâʔ,raldâʔ,V;HAB,4,10
536,iaˀalda,riaˀalda,V;HAB,4,10
537,u+s+utshi=năaˀ,rusutshi=năaˀ,V;HAB,4,10
538,shiˀidxi,bishiˀidxi,V;PFV,4,10
539,u+s+iă,gúsiă,V;POT,4,10
540,u+tshiiˀ,rutshiiˀ,V;HAB,4,10
541,yasa,tshăsa,V;POT,4,10
542,dxiˀidzhu,rdxiˀidzhu,V;HAB,4,10
543,ñiˀibi,rñiˀibi,V;HAB,4,10
544,u+tĕta,gútĕta,V;POT,4,10
545,aka,guka,V;PFV,4,10
546,u+zoˀoba,gúzoˀoba,V;POT,4,10
547,reza,bireza,V;PFV,4,10
548,diăaˀa,gídiăaˀa,V;POT,4,10
549,u+s+u+zuˀu=zhibi,rusuzuˀu=zhibi,V;HAB,4,10
550,a+tshâaˀ,gátshâaˀ,V;POT,4,10
551,gooˀba,rgooˀba,V;HAB,4,10
552,bwĕza,kweză,V;POT,4,10
553,iaʔn,dxîaʔn,V;POT,4,10
554,a+za,gáza,V;POT,4,10
555,aku,gâku,V;POT,4,10
556,ruʔă,rruʔă,V;HAB,4,10
557,dzhĕla,bidzhĕla,V;PFV,4,10
558,apa,gu(go)pa,V;PFV,4,10
559,a+dubi,badubi,V;PFV,4,10
560,adá,radá,V;HAB,4,10
561,u+sa+rooˀ,gúsarooˀ,V;POT,4,10
562,apa,gâpa,V;POT,4,10
563,u+kâʔ,g/úkâʔ,V;POT,4,10
564,aaˀn,raaˀn,V;HAB,4,10
565,dxa,txă,V;POT,4,10
566,yasa,guyasa,V;PFV,4,10
567,bwidzhi,rbwidzhi,V;HAB,4,10
568,u+g+uˀutshi,ruguˀutshi,V;HAB,4,10
569,aˀa,raˀa,V;HAB,4,10
570,u+s+iă,rusiă,V;HAB,4,10
571,bidzi,gubidzi,V;PFV,4,10
572,u+shiˀidxi,rushiˀidxi,V;HAB,4,10
573,a+diʔtshí,badiʔtshí,V;PFV,4,10
574,dăʔan,bidăʔan,V;PFV,4,10
575,zaˀabí,bizaˀabí,V;PFV,4,10
576,adá,gâdá,V;POT,4,10
577,lata,tăta,V;POT,4,10
578,u+sa+gĭʔi,gúsagĭʔi,V;POT,4,10
579,daˀabi,rdaˀabi,V;HAB,4,10
580,awu,gudawu,V;PFV,4,10
581,găʔan,kăʔan,V;POT,4,10
582,u+siˀidzhi,rusiˀidzhi,V;HAB,4,10
583,uˀun,gûˀun,V;POT,4,10
584,iaˀa=ñi,dxîaˀa=ñi,V;POT,4,10
585,u+sa+rooˀ,rusarooˀ,V;HAB,4,10
586,shătxi,gushătxi,V;PFV,4,10
587,dxiˀibi,rdxiˀibi,V;HAB,4,10
588,iunga,riunga,V;HAB,4,10
589,na,guna,V;PFV,4,10
590,u+sheʔla,gúsheʔla,V;POT,4,10
591,u+diˀishí,rudiˀishí,V;HAB,4,10
592,aka,gâka,V;POT,4,10
593,lăaˀa,gulăaˀa,V;PFV,4,10
594,a+ntxĕ,bantxĕ,V;PFV,4,10
595,năba,gunăba,V;PFV,4,10
596,dxiˀibi,gudxiˀibi,V;PFV,4,10
597,u+txeldá,batxeldá,V;PFV,4,10
598,dxiʔtsi,gídxiʔtsi,V;POT,4,10
599,a+ra,bara,V;PFV,4,10
600,reldá,rreldá,V;HAB,4,10
601,u+z+uʔyí,ruzuʔyí,V;HAB,4,10
602,u+ñitxi,bañitxi,V;PFV,4,10
603,u+g+uˀutshi,bauˀutshi,V;PFV,4,10
604,zu=kă,guzu=kă,V;PFV,4,10
605,a+dubi,radubi,V;HAB,4,10
606,zhupi,rzhupi,V;HAB,4,10
607,u+zhidzí,bazhidzí,V;PFV,4,10
608,dalá,tălá,V;POT,4,10
609,uʔă,bwiʔă/buʔă,V;PFV,4,10
610,yuuˀ=tĕ,ryuuˀ=tĕ,V;HAB,4,10
611,u+kwiˀidzi,bakwiˀidzi,V;PFV,4,10
612,u+s+iaˀalda,basiaˀalda,V;PFV,4,10
613,tăpi,gutăpi,V;PFV,4,10
614,gapá,kăpá,V;POT,4,10
615,u+ldâʔ,gúldâʔ,V;POT,4,10
616,unn,bwiʔnn,V;PFV,4,10
617,daˀabi,bidaˀabi,V;PFV,4,10
618,u+s+iayí,basiayí,V;PFV,4,10
619,u+kuˀudzí,bakuˀudzí,V;PFV,4,10
620,zidzi,rzidzi,V;HAB,4,10
621,a+bwidzhi,babwidzhi,V;PFV,4,10
622,u+kiˀishú,bakiˀishú,V;PFV,4,10
623,yiˀibí,gíyiˀibí,V;POT,4,10
624,uˀulda,biˀilda,V;PFV,4,10
625,a+zu,gázu,V;POT,4,10
626,u+shiˀi=duʔ,bashiˀi=duʔ,V;PFV,4,10
627,sheʔla,gusheʔla,V;PFV,4,10
628,u+sa+zhuʔn,basazhuʔn,V;PFV,4,10
629,ñiˀi,gíñiˀi,V;POT,4,10
630,uʔla,guyuʔla,V;PFV,4,10
631,iela,riela,V;HAB,4,10
632,iaˀatshu,biaˀatshu,V;PFV,4,10
633,duˀubí,gíduˀubí,V;POT,4,10
634,utshi=năaˀ,batshi=năaˀ,V;PFV,4,10
635,dxiʔn,rdxiʔn,V;HAB,4,10
636,aldă,gâldă,V;POT,4,10
637,u+diˀishí,badiˀishí,V;PFV,4,10
638,aza,guza,V;PFV,4,10
639,u+sa+dubi,basadubi,V;PFV,4,10
640,zhiˀin,gízhiˀin,V;POT,4,10
641,a+shadzi,rashadzi,V;HAB,4,10
642,roˀobá,txŏbá,V;POT,4,10
643,uʔla,gûʔla,V;POT,4,10
644,dzhagá,gídzhagá,V;POT,4,10
645,u+s+iaʔn,rusiaʔn,V;HAB,4,10
646,a+tasa,ratasa,V;HAB,4,10
647,u+kaˀadzí,gúkaˀadzí,V;POT,4,10
648,iuyi,riuyi,V;HAB,4,10
649,iaˀa=ñi,biaˀa=ñi,V;PFV,4,10
650,taˀabi,gítaˀabi,V;POT,4,10
651,bwi,gurwi,V;PFV,4,10
652,zaka=zĭ,rzaka=zĭ,V;HAB,4,10
653,a+dzhiiˀ,badzhiiˀ,V;PFV,4,10
654,iela,dxîela,V;POT,4,10
655,u+su,basu,V;PFV,4,10
656,u+ñă=laaˀdzi,bañă=laaˀdzi,V;PFV,4,10
657,gaʔ,gígaʔ,V;POT,4,10
658,u+ldaˀatsi,baldaˀatsi,V;PFV,4,10
659,alá,gualá,V;PFV,4,10
660,zhăla,bizhăla,V;PFV,4,10
661,gapá,gudapá,V;PFV,4,10
662,giˀishú,rgiˀishú,V;HAB,4,10
663,diiˀdzhi,gudiiˀdzhi,V;PFV,4,10
664,iaʔn,biaʔn,V;PFV,4,10
665,u+s+u+zuˀu=zhibi,gúszuˀu=zhibi,V;POT,4,10
666,zinn,rzinn,V;HAB,4,10
667,ieˀew,rieˀew,V;HAB,4,10
668,iuˀuyi,biuˀuyi,V;PFV,4,10
669,u+shoˀoba,rushoˀoba,V;HAB,4,10
670,u+zaʔ,bazaʔ,V;PFV,4,10
671,u+s+iayí,rusiayí,V;HAB,4,10
672,u+sa+ntxĕ,basantxĕ,V;PFV,4,10
673,ziˀi,rziˀi,V;HAB,4,10
674,u+ñă=laaˀdzi,gúñă=laaˀdzi,V;POT,4,10
675,dzhuʔn,rdzhuʔn,V;HAB,4,10
676,uˀulda,gûˀulda,V;POT,4,10
677,u+saka=zĭ,rusaka=zĭ,V;HAB,4,10
678,txeza,gítxeza,V;POT,4,10
679,asa,rasa,V;HAB,4,10
680,u+txiˀidzhu,batxiˀidzhu,V;PFV,4,10
681,a+dzhĕla,badzhĕla,V;PFV,4,10
682,u+saaˀ,gúsaaˀ,V;POT,4,10
683,baaˀba,rbaaˀba,V;HAB,4,10
684,u+s+eˀewu,ruseˀewu,V;HAB,4,10
685,zaˀabí,rzaˀabí,V;HAB,4,10
686,gaˀadzí,gígaˀadzí,V;POT,4,10
687,u+tuˀubí,batuˀubí,V;PFV,4,10
688,zinn,guzinn,V;PFV,4,10
689,biyi,rbiyi,V;HAB,4,10
690,u+taʔ,rutaʔ,V;HAB,4,10
691,utshi=năaˀ,rutshi=năaˀ,V;HAB,4,10
692,u+diˀishí,gúdiˀishí,V;POT,4,10
693,u+dziˀiyi,badziˀiyi,V;PFV,4,10
694,gĭiˀ,rgĭiˀ,V;HAB,4,10
695,u+tshîʔtshí,gútshîʔtshí,V;POT,4,10
696,lata,rlata,V;HAB,4,10
697,a+rooˀ,barooˀ,V;PFV,4,10
698,a+dzin,radzin,V;HAB,4,10
699,u+sházhí,rusházhí,V;HAB,4,10
700,a+yidzhi,bayidzhi,V;PFV,4,10
701,u+la,gúla,V;POT,4,10
702,u+zoˀoba,bazoˀoba,V;PFV,4,10
703,yiˀibí,biyiˀibí,V;PFV,4,10
704,iăʔn,biăʔn,V;PFV,4,10
705,a+tshâaˀ,batshâaˀ,V;PFV,4,10
706,u+txuˀuga,rutxuˀuga,V;HAB,4,10
707,lăaˀa,tăˀa,V;POT,4,10
708,unn,gûnn,V;POT,4,10
709,biˀiyi,rbiˀiyi,V;HAB,4,10
710,u+kaˀadzí,bakaˀadzí,V;PFV,4,10
711,a+lasa,ralasa,V;HAB,4,10
712,dxibá,txĭbá,V;POT,4,10
713,u+tiˀidzhi,batiˀidzhi,V;PFV,4,10
714,a+doˀoba,gádoˀoba,V;POT,4,10
715,u+sa+g+uaˀa,rusaguaˀa,V;HAB,4,10
716,ropá,gíropá,V;POT,4,10
717,a+zhuuˀn,bazhuuˀn,V;PFV,4,10
718,rushí,birushí,V;PFV,4,10
719,fiitxi,rfiitxi,V;HAB,4,10
720,u+sa,basa,V;PFV,4,10
721,yădzhu,ryădzhu,V;HAB,4,10
722,zaka,rzaka,V;HAB,4,10
723,u+txîʔtsi,gútxîʔtsi,V;POT,4,10
724,u+s+iaˀalda,gúsiaˀalda,V;POT,4,10
725,u+shiˀin,gúshiˀin,V;POT,4,10
726,a+zhunga,bazhunga,V;PFV,4,10
727,dzhibí,gídzhibí,V;POT,4,10
728,duˀubí,biduˀubí,V;PFV,4,10
729,zhiˀi=duʔ,rzhiˀi=duʔ,V;HAB,4,10
730,a+dzin,gádzin,V;POT,4,10
731,u+toˀoba,rutoˀoba,V;HAB,4,10
732,dzhăʔa,bidzhăʔa,V;PFV,4,10
733,u+s+iulda,gúsiulda,V;POT,4,10
734,yaˀa=lo,guyaˀa=lo,V;PFV,4,10
735,dzhăʔa,gídzhăʔa,V;POT,4,10
736,ioʔ,rioʔ,V;HAB,4,10
737,u+dzhuˀuyi,badzhuˀuyi,V;PFV,4,10
738,robá,txŏbá,V;POT,4,10
739,u+s+iăʔn/u+s+ăʔn,basiăʔn/ăʔn,V;PFV,4,10
740,dooˀ,rdooˀ,V;HAB,4,10
741,u+saˀabi=tĕ,gúsaˀabi=tĕ,V;POT,4,10
742,u+taʔ,gútaʔ,V;POT,4,10
743,u+tuˀubí,gútuˀubí,V;POT,4,10
744,dzhaʔ,gídzhaʔ,V;POT,4,10
745,zeʔ,gízeʔ,V;POT,4,10
746,yădzhu,gíyădzhu,V;POT,4,10
747,iaaˀbi,dxîaaˀbi,V;POT,4,10
748,u+laˀaga,gúlaˀaga,V;POT,4,10
749,u+ñiˀibi,gúñiˀibi,V;POT,4,10
750,a+yidzhi,rayidzhi,V;HAB,4,10
751,ñiˀibi,gíñiˀibi,V;POT,4,10
752,u+kîʔ,gúkîʔ,V;POT,4,10
753,u+s+iunga,basiunga,V;PFV,4,10
754,iayí,riayí,V;HAB,4,10
755,a+dzhĕla,radzhĕla,V;HAB,4,10
756,u+s+ialda,gúsialda,V;POT,4,10
757,u+s+ia,basia,V;PFV,4,10
758,adzhi,gâdzhi,V;POT,4,10
759,taˀa=nĭku,rtaˀa=nĭku,V;HAB,4,10
760,iă,dxîă,V;POT,4,10
761,a+bĭiˀ,gábĭiˀ,V;POT,4,10
762,taˀabi,rtaˀabi,V;HAB,4,10
763,baaˀn,gulaaˀn,V;PFV,4,10
764,zudzi,guzudzi,V;PFV,4,10
765,ka,gíka,V;POT,4,10
766,u+s+iăʔn/u+s+ăʔn,rusiăʔn/ăʔn,V;HAB,4,10
767,bidzi,gíbidzi,V;POT,4,10
768,bagu,rbagu,V;HAB,4,10
769,zinn,sĭnn,V;POT,4,10
770,ñiiˀdzhu,rñiiˀdzhu,V;HAB,4,10
771,u+txiˀidzhu,rutxiˀidzhu,V;HAB,4,10
772,reza,gíreza,V;POT,4,10
773,aza,raza,V;HAB,4,10
774,ieˀetu,bieˀetu,V;PFV,4,10
775,roˀobá,guroˀobá,V;PFV,4,10
776,u+saˀabí,gúsaˀabí,V;POT,4,10
777,u+kaˀatsi,rukaˀatsi,V;HAB,4,10
778,u+tĕta,batĕta,V;PFV,4,10
779,zaˀabi/zaˀabi=tĕ,sâˀabi/zaˀabi=tĕ,V;POT,4,10
780,u+s+ia,rusia,V;HAB,4,10
781,iaˀalda,dxîaˀalda,V;POT,4,10
782,daˀawu,rdaˀawu,V;HAB,4,10
783,batxi,rbatxi,V;HAB,4,10
784,iayí,biayí,V;PFV,4,10
785,dxiˀizi,rdxiˀizi,V;HAB,4,10
786,adzhi,gudzhi,V;PFV,4,10
787,u+z+iaˀa=ñi,gúziaˀa=ñi,V;POT,4,10
788,yuuˀ=tĕ,guyuuˀ=tĕ,V;PFV,4,10
789,u+tshiiˀ,batshiiˀ,V;PFV,4,10
790,u+kaˀadzí,rukaˀadzí,V;HAB,4,10
791,u+shi=rin,bashi=rin,V;PFV,4,10
792,u+txushí,batxushí,V;PFV,4,10
793,gin,bigin,V;PFV,4,10
794,u+dzhuˀuyi,rudzhuˀuyi,V;HAB,4,10
795,shăla,rshăla,V;HAB,4,10
796,dzhitshi,rdzhitshi,V;HAB,4,10
797,năba,gínăba,V;POT,4,10
798,laʔ,tâʔ,V;POT,4,10
799,bwĭ,rbwĭ,V;HAB,4,10
800,dzibi,gudzibi,V;PFV,4,10
801,a+dzin,badzin,V;PFV,4,10
802,iuuˀ=stoˀo,dxîuuˀ=stoˀo,V;POT,4,10
803,reldá,bireldá,V;PFV,4,10
804,u+s+iayí,gúsiayí,V;POT,4,10
