,lemma,form,tags,family,language
383,ytiq⁴,ytiq⁴ wa⁴²,V;PFV;PL;1+EXCL,4,2
384,skwa³,xkwa¹⁴ renq⁰,V;PROSP;PL;3,4,2
385,ndyu²,ndyu²,V;HAB;SG;3,4,2
386,ylu³,klu¹⁴ wan⁰,V;PROSP;PL;2,4,2
387,nya¹⁴,nya²⁰,V;PFV;SG;2,4,2
388,skwaq¹,skwaq¹ wan²⁴,V;PFV;PL;2,4,2
389,ji¹,ntyjin⁴,V;HAB;SG;1,4,2
390,la¹,kla⁴ wa⁴²,V;PROSP;PL;1+EXCL,4,2
391,lu¹,nlu²⁰,V;HAB;SG;3,4,2
392,ntyqya¹,ntyqya²⁰,V;HAB;SG;3,4,2
393,ntykwan²,tykwan² renq¹,V;PROSP;PL;3,4,2
394,lo²⁴,lo²⁴ renq³²,V;PFV;PL;3,4,2
395,kwa³,kwan⁴⁰,V;PFV;SG;1,4,2
396,qa²⁴,qa²⁴ wan³²,V;PFV;PL;2,4,2
397,sqyu¹,sqyu¹ wa⁴²,V;PFV;PL;1+EXCL,4,2
398,jwi³,jwi³,V;PFV;SG;3,4,2
399,son³,nxon⁴⁰,V;HAB;SG;2,4,2
400,skonq³,skonq¹,V;PFV;SG;2,4,2
401,naq¹,nnaq²⁰,V;HAB;SG;3,4,2
402,nkwa³,ntykwa³ wa⁴²,V;HAB;PL;1+EXCL,4,2
403,kwan¹,kwan²⁴an³²,V;PFV;PL;1+INCL,4,2
404,jwi³,ntyji²⁰,V;HAB;SG;2,4,2
405,jlya⁴²,jlyan²⁴,V;PROSP;SG;1,4,2
406,nge⁴²,ndyin¹in¹,V;PROG;PL;1+INCL,4,2
407,ykuq²,kuq²⁰,V;PROSP;SG;2,4,2
408,ngya⁴²,ngya²⁴ wan³²,V;PROG;PL;2,4,2
409,la¹,yla⁴²,V;PFV;SG;2,4,2
410,qen⁴,qen⁴²,V;PFV;SG;2,4,2
411,sla¹,sla¹ wan²⁴,V;PFV;PL;2,4,2
412,ndlyu¹,ndlyu²⁰ wan²⁴,V;HAB;PL;2,4,2
413,ntykwen³,tykwen⁴⁰,V;PROSP;SG;1,4,2
414,nchin¹,kchin⁴,V;PROSP;SG;1,4,2
415,ne¹⁴,ni¹⁴ renq⁰,V;PFV;PL;3,4,2
416,ntsen⁴²,ntsen³²,V;PROG;SG;2,4,2
417,nkwa³,ntkwa¹,V;HAB;SG;2,4,2
418,yqwe²,yqwe²,V;PFV;SG;3,4,2
419,nton⁴²,kton¹⁴ renq⁰,V;PROSP;PL;3,4,2
420,ne¹⁴,nni¹⁴ wan⁰,V;HAB;PL;2,4,2
421,ntyqya¹,ntyqyan⁴,V;PFV;SG;1,4,2
422,qa²⁴,ntqan²⁴,V;HAB;SG;1,4,2
423,sqna¹,nsqna¹ renq²⁴,V;PROG;PL;3,4,2
424,qya³,qya²⁰,V;PROSP;SG;2,4,2
425,ytsaq³,ytsaq³ wan²⁴,V;PFV;PL;2,4,2
426,jwi³,ja¹⁴⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
427,nti¹,nti¹ renq²⁴,V;PFV;PL;3,4,2
428,ykwanq¹,ntykwanq³²,V;PROG;SG;1,4,2
429,saq²,saq¹,V;PFV;SG;2,4,2
430,sne³,nsne¹⁴ renq⁰,V;HAB;PL;3,4,2
431,slya²⁴,nslya²⁴ renq³²,V;PROG;PL;3,4,2
432,kwa¹⁴,ntykwa¹⁴,V;HAB;SG;3,4,2
433,nden⁴²,nden²⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
434,slya²⁴,slyan¹⁴,V;PFV;PL;1+INCL,4,2
435,ntyqya¹,ntyqya¹,V;PFV;SG;3,4,2
436,naq¹,naq¹,V;PFV;SG;3,4,2
437,qen⁴,ntqen²⁴en³²,V;PROG;PL;1+INCL,4,2
438,nton³,ntyon⁴²,V;HAB;SG;2,4,2
439,jlya⁴²,ntjlya⁴²,V;HAB;SG;2,4,2
440,xne¹⁰,xne¹⁰,V;PFV;SG;3,4,2
441,nkqwa¹,nkqwa⁴²,V;PROG;SG;2,4,2
442,nxi²,nxin⁴⁰,V;PROG;SG;1,4,2
443,xlyu⁴²,nxlyu³² wan⁴,V;PROG;PL;2,4,2
444,swi²⁰,swi⁴²,V;PFV;SG;2,4,2
445,qne⁴²,nqne²⁴ wan³²,V;HAB;PL;2,4,2
446,ja¹,jan⁴,V;PFV;SG;1,4,2
447,ntykonq⁴²,ntykonq³²,V;PROG;SG;2,4,2
448,ngwa²,ka²⁴,V;PROSP;SG;3,4,2
449,slya²⁴,slya²⁴ renq³²,V;PFV;PL;3,4,2
450,swenq³,swenq¹⁴,V;PROSP;SG;3,4,2
451,nti¹,nti³²,V;PROG;SG;3,4,2
452,xkwan¹⁴,xkwan¹⁴,V;PFV;PL;1+INCL,4,2
453,qu¹⁴,ntqon¹⁰,V;PROG;PL;1+INCL,4,2
454,ngyla³,xla³ wa⁴²,V;PROSP;PL;1+EXCL,4,2
455,stan¹⁴,nstan¹⁴,V;HAB;SG;3,4,2
456,ntyqo¹,ntyqon²⁰on³²,V;HAB;PL;1+INCL,4,2
457,nton⁴²,nton³²,V;PROG;SG;2,4,2
458,qne¹,nqne²⁰,V;HAB;SG;3,4,2
459,ntsu⁴²,ktson⁴,V;PROSP;SG;1,4,2
460,sqwe²⁴,sqwe²⁴ renq³²,V;PROSP;PL;3,4,2
461,ntsen⁴²,ntsen⁴,V;PFV;SG;1,4,2
462,sqna¹,nsqna²⁰an³²,V;HAB;PL;1+INCL,4,2
463,sqya¹,sqya¹ wan²⁴,V;PFV;PL;2,4,2
464,ykwiq⁴,ntykwiq⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
465,ywi⁴²,kwen¹⁴,V;PROSP;PL;1+INCL,4,2
466,nge⁴²,ngen⁴² renq⁴,V;PFV;PL;3,4,2
467,ndywan²,ndywan² wa⁴²,V;HAB;PL;1+EXCL,4,2
468,xtyiq¹⁰,nxtyiq¹⁴ wan⁰,V;HAB;PL;2,4,2
469,xyaq²,nxyaq¹,V;PROG;SG;2,4,2
470,qan⁴,qan⁴,V;PFV;SG;3,4,2
471,ytsaq³,ktsaq¹⁴ renq²⁴,V;PROSP;PL;3,4,2
472,nglu³,nglon⁴⁰,V;PROG;SG;1,4,2
473,xlyu⁴²,nxlyu⁴²,V;HAB;SG;2,4,2
474,qne¹,kqne²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
475,kwa³,kwa³ renq²⁴,V;PFV;PL;3,4,2
476,ngya⁴²,ngya²⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
477,xne¹⁰,nxne¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
478,snyaq¹,nsnyaq¹wan²⁴,V;PROG;PL;2,4,2
479,xin⁴²,xin⁴⁰,V;PFV;SG;1,4,2
480,nkqi¹,ntqi²⁰,V;HAB;SG;3,4,2
481,nkqwa¹,nkqwan¹an¹,V;PROG;PL;1+INCL,4,2
482,nden⁴²,nden³²,V;PFV;SG;2,4,2
483,skwaq¹,nskwaq⁴²,V;PROG;SG;2,4,2
484,skwan⁴,skwan⁴,V;PFV;SG;3,4,2
485,nna¹,nna¹,V;PROG;SG;3,4,2
486,nton³,nton³²,V;PFV;SG;2,4,2
487,lo²⁴,nlo²⁴ wan³²,V;HAB;PL;2,4,2
488,skwen¹,nskwen³²,V;PROG;SG;1,4,2
489,ngon²,ndgon⁴⁰,V;HAB;SG;1,4,2
490,ntykonq⁴²,ntykonq²⁴,V;PFV;SG;1,4,2
491,saq²,nsanq²an¹,V;PROG;PL;1+INCL,4,2
492,xin⁴²,nxin⁴²,V;HAB;SG;3,4,2
493,nten³,nten¹⁴ wan⁰,V;HAB;PL;2,4,2
494,ston⁴²,nston³² wan⁴,V;PROG;PL;2,4,2
495,nton³,ntyon¹⁴ wan⁰,V;HAB;PL;2,4,2
496,snyaq¹,nsnyaq²⁰ wan²⁴,V;HAB;PL;2,4,2
497,xqwa¹⁰,nxqwa¹ renq⁰,V;HAB;PL;3,4,2
498,sti⁴,son⁴²on⁴²,V;PROG;PL;1+INCL,4,2
499,yqwi⁴,ntqwen²⁴en³²,V;HAB;PL;1+INCL,4,2
500,nti¹,nten¹en¹,V;PROG;PL;1+INCL,4,2
501,sne¹⁴,nsne¹⁰,V;PROG;SG;3,4,2
502,nda³,ta⁴²,V;PROSP;SG;2,4,2
503,yta⁴,yta⁴²,V;PFV;SG;2,4,2
504,sqwa¹⁴,sqwa²⁰,V;PROSP;SG;2,4,2
505,kwa¹⁴,ntkwa²⁰,V;PROG;SG;2,4,2
506,sne³,sne¹⁴ wan⁰,V;PROSP;PL;2,4,2
507,nglu³,nglu³,V;PROG;SG;3,4,2
508,ntaq³,ntanq⁴⁰,V;PROG;SG;1,4,2
509,nglu³,nglu¹,V;PFV;SG;2,4,2
510,styi¹,styi⁴²,V;PROSP;SG;2,4,2
511,slu¹⁴,nslu¹⁴ renq⁰,V;HAB;PL;3,4,2
512,yjoq⁴,ntjoq⁴²,V;PROG;SG;2,4,2
513,xkwen¹⁴,nxkwen²⁰,V;HAB;SG;2,4,2
514,nchuq⁴,nchuq⁴,V;HAB;SG;3,4,2
515,xqwa¹⁰,nxqwan¹⁰,V;PROG;PL;1+INCL,4,2
516,nxin⁴²,kxin²⁰,V;PROSP;SG;2,4,2
517,styi¹,nstyi¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
518,ykwen²,kwen¹⁴ wan⁰,V;PROSP;PL;2,4,2
519,son³,nxon²⁰ renq²⁴,V;HAB;PL;3,4,2
520,ytsaq³,ntsaq²⁰,V;HAB;SG;2,4,2
521,sqya¹,xqya²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
522,ntsen⁴²,ntsen⁴² renq⁴,V;PFV;PL;3,4,2
523,qa²⁴,ntqa⁴²,V;HAB;SG;2,4,2
524,swenq³,swenq⁴⁰,V;PROSP;SG;1,4,2
525,xoq²,nxoq²,V;HAB;SG;3,4,2
526,ston⁴²,ston²⁴ renq³²,V;PROSP;PL;3,4,2
527,ngon²,nskwan² wan¹,V;PROG;PL;2,4,2
528,xkuq²,xkonq¹,V;PFV;SG;1,4,2
529,ynaq¹,nnaq⁴²,V;HAB;SG;2,4,2
530,ja¹,jan²⁰an³²,V;PROSP;PL;1+INCL,4,2
531,ntyka²,ntyka² wan¹,V;HAB;PL;2,4,2
532,nkqi¹,nkqi⁴²,V;PFV;SG;2,4,2
533,ytiq⁴,ntiq⁴²,V;PROG;SG;2,4,2
534,ndywan²,ndywan² wan¹,V;PFV;PL;2,4,2
535,yo²,yo² wan¹,V;PFV;PL;2,4,2
536,qya⁴²,qya⁴² wan⁴,V;PFV;PL;2,4,2
537,ylu³,ndlu³ renq²⁴,V;PROG;PL;3,4,2
538,sta¹,sta¹,V;PFV;SG;3,4,2
539,yjaq³,ntyjaq¹⁴,V;HAB;SG;3,4,2
540,yta⁴,kta⁴,V;PROSP;SG;3,4,2
541,sqyu¹,sqyu²⁰,V;PROSP;SG;3,4,2
542,ykwiq⁴,ntykwenq¹⁴en¹,V;PROG;PL;1+INCL,4,2
543,skanq³,skanq¹⁴,V;PROSP;PL;1+INCL,4,2
544,ntyqo¹,ntyqo¹ wan²⁴,V;PFV;PL;2,4,2
545,nkonq⁴²,konq²⁴,V;PROSP;SG;3,4,2
546,ndon⁴²,ndon⁴² renq⁴,V;PROG;PL;3,4,2
547,xlyu⁴²,xlyu³²,V;PFV;SG;2,4,2
548,yo²,ndyo¹⁴ renq⁰,V;HAB;PL;3,4,2
549,yo²,yo² wa⁴²,V;PFV;PL;1+EXCL,4,2
550,qya³,ntyqya¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
551,yja¹,tyja²⁰ renq²⁴,V;PROSP;PL;3,4,2
552,ywi⁴²,ywen⁴,V;PFV;SG;1,4,2
553,sqya¹,nxqya²⁰,V;HAB;SG;3,4,2
554,styi¹,nstyin²⁰in³²,V;HAB;PL;1+INCL,4,2
555,nsuq³,ksuq¹⁴⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
556,ya⁴²,ya⁴² wan⁴,V;PFV;PL;2,4,2
557,qya⁴²,ntqyan¹⁴,V;HAB;PL;1+INCL,4,2
558,ntyqo¹,ntyqon²⁰,V;PFV;SG;1,4,2
559,qne¹,qne¹,V;PFV;SG;3,4,2
560,ytsen⁴²,ntsen¹⁴,V;HAB;SG;3,4,2
561,ngyla³,kila¹,V;PROSP;SG;2,4,2
562,ndywan²,ndywan² renq¹,V;PFV;PL;3,4,2
563,ytsen⁴²,ne⁴³² qne³²renq⁴,V;PFV;PL;3,4,2
564,qu¹⁴,ntqu¹ wan⁰,V;PROG;PL;2,4,2
565,nge⁴²,ndye³²,V;PROG;SG;3,4,2
566,naq¹,knaq²⁰an³²,V;PROSP;PL;1+INCL,4,2
567,ntykwen³,ntykwen¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
568,kwa¹⁴,ntkwan⁴⁰,V;PROG;SG;1,4,2
569,ntsu⁴²,ntsu⁴² wa⁴²,V;PFV;PL;1+EXCL,4,2
570,ntykanq³,tykanq¹⁴,V;PROSP;PL;1+INCL,4,2
571,jlya⁴²,ntjlya²⁴ wan³²,V;HAB;PL;2,4,2
572,nkeq³,kinq¹⁴,V;PROSP;PL;1+INCL,4,2
573,nten³,nten³ wa⁴²,V;PFV;PL;1+EXCL,4,2
574,ngwa²,ndyga²⁴ wan³²,V;HAB;PL;2,4,2
575,ytsaq³,ntsanq¹,V;PROG;SG;1,4,2
576,swenq³,swenq¹⁴,V;PROSP;PL;1+INCL,4,2
577,sla¹,nsla¹ renq²⁴,V;PROG;PL;3,4,2
578,yqan⁴²,yqan⁴² renq⁴,V;PFV;PL;3,4,2
579,ntqan¹,ntqan⁴²,V;PROG;SG;2,4,2
580,ntyka²,ntykan²,V;PROG;SG;1,4,2
581,skwaq¹,skwaq¹ renq²⁴,V;PFV;PL;3,4,2
582,ndywiq³,tywiq¹⁴,V;PROSP;SG;3,4,2
583,nda³,nda⁴²,V;HAB;SG;2,4,2
584,skwaq¹,nskwaq²⁰ wan²⁴,V;HAB;PL;2,4,2
585,ntykonq⁴²,tykonq¹⁴ renq⁰,V;PROSP;PL;3,4,2
586,ytsaq³,ytsanq¹,V;PFV;SG;1,4,2
587,qen⁴,ntyqin⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
588,xqwa¹⁰,xqwan⁴⁰,V;PFV;SG;1,4,2
589,skonq³,skonq³ wan²⁴,V;PFV;PL;2,4,2
590,xkwen¹⁴,xkwen¹⁴⁰ wa⁴²,V;PFV;PL;1+EXCL,4,2
591,lo²⁴,klon⁴⁰,V;PROSP;SG;1,4,2
592,kwa¹⁴,ntkwan¹⁰,V;PROG;PL;1+INCL,4,2
593,yqwi⁴,ntqwi⁴ renq⁴,V;HAB;PL;3,4,2
594,ntyjyuq¹,kyjyonq⁴,V;PROSP;SG;1,4,2
595,ykuq²,ykonq¹,V;PFV;SG;1,4,2
596,ncha¹,kcha²⁰,V;PROSP;SG;3,4,2
597,ntykwan¹⁴,tykwan²⁰,V;PROSP;SG;2,4,2
598,ykwenq¹,ntykwenq³²,V;PROG;SG;1,4,2
599,sen¹,sen²⁰,V;PROSP;SG;3,4,2
600,nkjwi⁴²,kjan⁴,V;PROSP;SG;1,4,2
601,slaq¹,nslaq²⁰ wan²⁴,V;HAB;PL;2,4,2
602,ntyja²,tyja¹,V;PROSP;SG;2,4,2
603,nden⁴²,ten²⁴ wan³²,V;PROSP;PL;2,4,2
604,xqan¹,ntxqan²⁰ wan²⁴,V;HAB;PL;2,4,2
605,yqan⁴²,ntyqan²⁴,V;HAB;SG;1,4,2
606,sqna¹,sqna⁴²,V;PROSP;SG;2,4,2
607,ndywiq³,ndywiq¹,V;PROG;SG;2,4,2
608,ntykwen³,ntykwen¹,V;PFV;SG;2,4,2
609,ji¹,ntji²⁰ wan²⁴,V;HAB;PL;2,4,2
610,skwan²,nskwan⁴⁰,V;PROG;SG;1,4,2
611,ykuq²,ntykonq¹⁴,V;HAB;PL;1+INCL,4,2
612,nyi¹⁴,nnyi¹ renq⁰,V;PROG;PL;3,4,2
613,lqa³,lqa³,V;PFV;SG;3,4,2
614,ston⁴²,ston⁴,V;PROSP;SG;1,4,2
615,ja¹,ja¹ wa⁴²,V;PFV;PL;1+EXCL,4,2
616,yqwe²,ntyqwe²⁰,V;HAB;SG;2,4,2
617,sqwi¹⁴,sqwi²⁰,V;PROSP;SG;2,4,2
618,xqan¹,ntxqan¹ wan²⁴,V;PROG;PL;2,4,2
619,ntyqo¹,ntyqo¹ renq²⁴,V;PROG;PL;3,4,2
620,nxi²,kxin² renq¹,V;PROSP;PL;1+EXCL,4,2
621,xyaq²,nxyaq²,V;PROG;SG;3,4,2
622,xlyu⁴²,nxlyon⁴,V;HAB;SG;1,4,2
623,xkuq²,nxkuq²,V;PROG;SG;3,4,2
624,nya¹⁴,nnya¹⁴,V;HAB;PL;1+INCL,4,2
625,ndlyu¹,ndlyon²⁰on³²,V;PROG;PL;1+INCL,4,2
626,ntyi¹,ktyi²⁰,V;PROSP;SG;3,4,2
627,lya¹⁴,jlya¹⁴ renq³²,V;PROSP;PL;3,4,2
628,ntaq³,ntaq³ renq²⁴,V;PROG;PL;3,4,2
629,yqwe²,ntyqwe¹,V;PROG;SG;2,4,2
630,xtyiq¹⁰,xtenq⁴⁰,V;PROSP;SG;1,4,2
631,sti⁴,nstyin⁴ wan⁴,V;HAB;PL;2,4,2
632,ncha¹,ncha⁴²,V;PROG;SG;2,4,2
633,nchaq⁴²,nchaq⁴²,V;PFV;SG;3,4,2
634,skonq³,ntkonq⁴⁰,V;HAB;SG;1,4,2
635,xku²⁰,xku⁴²,V;PROSP;SG;2,4,2
636,ja¹,ja⁴²,V;PFV;SG;2,4,2
637,xin²,kxin⁴⁰,V;PROSP;SG;1,4,2
638,ylu³,ndlyu¹⁴ renq⁰,V;HAB;PL;3,4,2
639,xkwan¹⁴,nxkwan⁴⁰,V;PROG;SG;1,4,2
640,yqo²,ntyqo²⁰,V;HAB;SG;2,4,2
641,nton³,ntyon¹⁴,V;HAB;SG;3,4,2
642,kwan¹,ntkwan⁴,V;HAB;SG;1,4,2
643,ylaq⁴,klaq⁴ renq⁴,V;PROSP;PL;3,4,2
644,nkqi¹,nkqi¹ renq²⁴,V;PFV;PL;3,4,2
645,yo²,ndyon²on¹,V;PROG;PL;1+INCL,4,2
646,nyi¹⁴,knyi¹⁴ wan⁰,V;PROSP;PL;2,4,2
647,ntyi¹,ntyi²⁰,V;HAB;SG;3,4,2
648,slya²⁴,xlya¹⁴⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
649,ndywan²,tywan²an¹,V;PROSP;PL;1+INCL,4,2
650,nchin¹,nchin²⁰,V;HAB;SG;3,4,2
651,ntykaq¹,tykanq⁴,V;PROSP;SG;1,4,2
652,slaq¹,slaq²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
653,sen¹,sen¹,V;PROG;SG;3,4,2
654,ykwen²,ntykwen²,V;PROG;SG;3,4,2
655,ntyja²,tyjan⁴⁰,V;PROSP;SG;1,4,2
656,ntykanq³,tykanq¹⁴ renq⁰,V;PROSP;PL;3,4,2
657,xqan¹,ntxqan³²,V;PROG;SG;1,4,2
658,ykwiq⁴,tykwiq⁴ renq⁴,V;PROSP;PL;3,4,2
659,sla¹,nsla²⁰,V;HAB;SG;3,4,2
660,ndywiq³,ndywenq²,V;PROG;SG;1,4,2
661,ntykanq³,ntykanq⁴⁰,V;PFV;SG;1,4,2
662,son³,nson⁴⁰,V;PROG;SG;2,4,2
663,ykuq²,ykonq²on¹,V;PFV;PL;1+INCL,4,2
664,xin⁴²,xin⁴²an⁴²,V;PFV;PL;1+INCL,4,2
665,yjoq⁴,ntyjonq²⁴on³²,V;HAB;PL;1+INCL,4,2
666,yqo²,ntyqo¹⁴⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
667,nlyu¹,nlyu²⁰ renq²⁴,V;HAB;PL;3,4,2
668,nkqi¹,kqi²⁰,V;PROSP;SG;3,4,2
669,ntsen⁴²,ktsen²⁴ wa⁴²,V;PROSP;PL;1+EXCL,4,2
670,xin²,nxin¹in¹,V;PROG;PL;1+INCL,4,2
671,ntsiq³,ntsiq¹,V;PFV;SG;2,4,2
672,kwi¹,ndwi⁴²,V;PROG;SG;2,4,2
673,ngyla³,nxla³ wa⁴²,V;PROG;PL;1+EXCL,4,2
674,xtya²⁰,nxtya²⁰,V;HAB;SG;3,4,2
675,xkwan¹⁴,xkwan⁴⁰,V;PFV;SG;1,4,2
676,swi²⁰,nswi⁴²,V;PROG;SG;2,4,2
677,ykwiq⁴,ykwiq⁴²,V;PFV;SG;2,4,2
678,stan¹⁴,nstan¹ renq⁰,V;PROG;PL;3,4,2
679,ntykonq⁴²,ntykonq⁴² renq⁴,V;PFV;PL;2,4,2
680,skwaq¹,skwanq⁴,V;PFV;SG;1,4,2
681,qne¹,nqne¹ wan²⁴,V;PROG;PL;2,4,2
682,ykwenq¹,tykwenq²⁰en³²,V;PROSP;PL;1+INCL,4,2
683,qne⁴²,nqnen¹⁴,V;HAB;PL;1+INCL,4,2
684,ntqo¹,tyqon²⁰on³²,V;PROSP;PL;1+INCL,4,2
685,yqo²,yqo¹,V;PFV;SG;2,4,2
686,ntqan¹,ntqan²⁰ wa⁴²,V;HAB;PL;1+EXCL,4,2
687,sti⁴,sti⁴ wa⁴²,V;PFV;PL;1+EXCL,4,2
688,ntyjyuq¹,ntyjyuq²⁰,V;HAB;SG;3,4,2
689,xyaq²,nxyaq² renq¹,V;PROG;PL;3,4,2
690,xyaq²,nxyaq¹,V;HAB;SG;2,4,2
691,sna³,nxna¹⁴ renq⁰,V;HAB;PL;3,4,2
692,sqyu¹,nsqyu¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
693,ya⁴²,nkya²⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
694,jwi³,ntyji² wan¹,V;PROG;PL;2,4,2
695,xti²⁰,xti⁴²,V;PROSP;SG;2,4,2
696,nkqi¹,ntqi¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
697,xtyiq¹⁰,nxtyiq¹⁰ wa⁴²,V;PROG;PL;1+EXCL,4,2
698,ndyi⁴,ndyi³²,V;PROG;SG;2,4,2
699,yno¹,nno¹ renq²⁴,V;HAB;PL;3,4,2
700,xla³,nxla³,V;PROG;SG;3,4,2
701,yjaq³,ntyjanq¹⁴,V;PROSP;PL;1+INCL,4,2
702,sta¹,sta²⁰ wan²⁴,V;PROSP;PL;2,4,2
703,ngon²,ndgon⁴⁰,V;PROG;SG;1,4,2
704,skonq³,ntkonq¹⁴ renq⁰,V;HAB;PL;3,4,2
705,nge⁴²,ndyin¹⁴,V;HAB;PL;1+INCL,4,2
706,skwan⁴,nskwan¹an¹,V;PROG;PL;1+INCL,4,2
707,ntqan¹,ntqan¹ wan²⁴,V;PFV;PL;2,4,2
708,ntaq³,ntaq³ wa⁴²,V;PROG;PL;1+EXCL,4,2
709,ykwanq¹,ykwanq²⁰an³²,V;PROSP;PL;1+INCL,4,2
710,ndon⁴²,ndon³²,V;PROG;SG;2,4,2
711,ntykaq¹,ntykaq⁴²,V;HAB;SG;2,4,2
712,sqna¹,sqna¹ wan²⁴,V;PFV;PL;2,4,2
713,ntsu⁴²,ktsu⁴²,V;PROSP;SG;2,4,2
714,nkin²,nkin⁴⁰,V;PFV;SG;1,4,2
715,ntqo¹,ntyqon²⁰on³²,V;HAB;PL;1+INCL,4,2
716,lkwi¹,lkwi⁴²,V;PFV;SG;2,4,2
717,ndywan²,ndywan²,V;PFV;SG;3,4,2
718,yqu²,yqu¹,V;PFV;SG;2,4,2
719,yna⁴²,kna⁴²,V;PROSP;SG;2,4,2
720,ykuq²,ntykuq¹⁴,V;HAB;SG;3,4,2
721,xlyu⁴²,xlyon¹on¹,V;PROSP;PL;1+INCL,4,2
722,xka²⁴,nxkan¹⁴,V;HAB;PL;1+INCL,4,2
723,ntykwa⁴,ntykwa⁴²,V;PFV;SG;2,4,2
724,naq¹,naq¹ wa⁴²,V;PFV;PL;1+EXCL,4,2
725,yqan⁴²,yqan²⁴,V;PROSP;SG;1,4,2
726,yna⁴²,yna³²,V;PFV;SG;2,4,2
727,nduq⁴²,ndyonq²⁴,V;HAB;SG;1,4,2
728,qne⁴²,nqnen¹en¹,V;PROG;PL;1+INCL,4,2
729,swi²⁰,swi²⁰ wa⁴²,V;PROSP;PL;1+EXCL,4,2
730,skwen¹,skwen⁴,V;PFV;SG;1,4,2
731,yku⁴,yku⁴ renq⁴,V;PFV;PL;3,4,2
732,ntqen¹,ntqen¹en¹,V;PFV;PL;1+INCL,4,2
733,nton⁴²,kton²⁰,V;PROSP;SG;2,4,2
734,nya¹⁴,nnya¹⁴,V;HAB;SG;3,4,2
735,slya²⁴,slyan²⁴,V;PFV;SG;1,4,2
736,yjwiq²,yjwiq²,V;PFV;SG;3,4,2
737,ntyja²,ntyja² renq¹,V;HAB;PL;3,4,2
738,yjwiq²,ntjwiq¹⁴,V;HAB;SG;3,4,2
739,sne¹⁴,nsne¹,V;PROG;SG;2,4,2
740,ntyqo¹,ntyqo²⁰ wan²⁴,V;HAB;PL;2,4,2
741,kwi¹,ndwi¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
742,sla¹,sla¹ renq²⁴,V;PFV;PL;3,4,2
743,ykwenq¹,ntykwenq¹ wan²⁴,V;PROG;PL;2,4,2
744,nkin²,ntykin²,V;PROG;SG;3,4,2
745,ntykonq⁴²,ntykonq³² renq⁴,V;PROG;PL;3,4,2
746,ylu³,klu¹⁴⁰,V;PROSP;PL;1+EXCL,4,2
747,nchaq⁴²,kchaq²⁴ wan³²,V;PROSP;PL;2,4,2
748,kwan¹,ntkwan³²,V;PROG;SG;1,4,2
749,xqwa¹⁰,xqwa¹ wan⁰,V;PFV;PL;2,4,2
750,nkwa³,kwa³ wa⁴²,V;PROSP;PL;1+EXCL,4,2
751,xkwan¹⁴,nxkwan¹⁴,V;HAB;SG;3,4,2
752,sta¹,sta²⁰ renq²⁴,V;PROSP;PL;3,4,2
753,ntqo¹,ntqon¹on¹,V;PROG;PL;1+INCL,4,2
754,ntsen⁴²,ntsen⁴²,V;HAB;SG;2,4,2
755,yqwi⁴,ntqwi⁴ wa⁴²,V;HAB;PL;1+EXCL,4,2
756,nkin²,skin²en¹,V;PROSP;PL;1+INCL,4,2
757,ntqen¹,ntqen¹ wa⁴²,V;PFV;PL;1+EXCL,4,2
758,snyaq¹,snyaq¹ wa⁴²,V;PFV;PL;1+EXCL,4,2
759,sqwa¹⁴,sqwan⁴⁰,V;PFV;SG;1,4,2
760,ngya⁴²,nkyqan³²,V;PFV;SG;1,4,2
761,nchuq⁴,nchuq³² wan⁴,V;PROG;PL;2,4,2
762,ykuq²,ykuq² renq¹,V;PFV;PL;3,4,2
763,qen⁴,qen⁴ renq⁴,V;PFV;PL;3,4,2
764,yla³,ndla¹⁴ renq⁰,V;HAB;PL;3,4,2
765,xin²,xin¹,V;PFV;SG;2,4,2
766,ntqen¹,ntqen¹ wa⁴²,V;PROG;PL;1+EXCL,4,2
767,skwan⁴,xkwan²⁰,V;PROSP;SG;3,4,2
768,ntyqo¹,ntyqo⁴²,V;PFV;SG;2,4,2
769,nkonq⁴²,konq²⁴,V;PROSP;SG;1,4,2
770,ntsu⁴²,ktson²⁴on³²,V;PROSP;PL;1+INCL,4,2
771,xti²⁰,nxti²⁰,V;HAB;SG;3,4,2
772,nkwa³,ntykwa³ wan²⁴,V;HAB;PL;2,4,2
