,lemma,form,tags,family,language
0,billige,billige,V;NFIN;ACT,1,2
5592,holm,holmen,N;NOM;DEF;SG,1,2
5593,frøken,frøkeners,N;GEN;INDF;PL,1,2
5594,platformspil,platformspil,N;NOM;INDF;SG,1,2
5595,koncentrat,koncentratets,N;NOM;DEF;SG,1,2
5596,kirkegård,kirkegårdens,N;NOM;DEF;SG,1,2
5597,fædreland,fædrelands,N;GEN;INDF;SG,1,2
5598,abc,abc'ers,N;GEN;INDF;PL,1,2
5599,synder,syndere,N;NOM;INDF;PL,1,2
5600,plaster,plasters,N;GEN;INDF;SG,1,2
5601,stør,støren,N;NOM;DEF;SG,1,2
5602,kobber,kobbernes,N;NOM;DEF;PL,1,2
5603,helhest,helhests,N;GEN;INDF;SG,1,2
5604,akt,akterne,N;NOM;DEF;PL,1,2
5605,udrensning,udrensningernes,N;NOM;DEF;PL,1,2
5606,lut,luttens,N;NOM;DEF;SG,1,2
5607,storhjerne,storhjerners,N;GEN;INDF;PL,1,2
5608,skiløber,skiløbere,N;NOM;INDF;PL,1,2
5609,møl,møl,N;NOM;INDF;PL,1,2
5610,rune,runes,N;GEN;INDF;SG,1,2
5611,tanke,tankes,N;GEN;INDF;SG,1,2
5612,myre,myrerne,N;NOM;DEF;PL,1,2
5613,antistof,antistoffets,N;NOM;DEF;SG,1,2
5614,fest,festens,N;NOM;DEF;SG,1,2
5615,fingerspids,fingerspidser,N;NOM;INDF;PL,1,2
5616,kjole,kjoler,N;NOM;INDF;PL,1,2
5617,metier,metierernes,N;NOM;DEF;PL,1,2
5618,dansker,danskerne,N;NOM;DEF;PL,1,2
5619,tennisspiller,tennisspillerens,N;NOM;DEF;SG,1,2
5620,herbivor,herbivorer,N;NOM;INDF;PL,1,2
5621,gamache,gamachernes,N;NOM;DEF;PL,1,2
5622,akademiker,akademikeres,N;GEN;INDF;PL,1,2
5623,fællesmængde,fællesmængdens,N;NOM;DEF;SG,1,2
5624,krystallisere,krystalliseres,V;IND;PRS;PASS,1,2
5625,olie,olierne,N;NOM;DEF;PL,1,2
5626,førdatid,førdatider,N;NOM;INDF;PL,1,2
5627,vams,vamsens,N;NOM;DEF;SG,1,2
5628,påske,påskernes,N;NOM;DEF;PL,1,2
5629,demonstration,demonstrationerne,N;NOM;DEF;PL,1,2
5630,kommentar,kommentar,N;NOM;INDF;SG,1,2
5631,modersmål,modersmålet,N;NOM;DEF;SG,1,2
5632,fugleskræmsel,fugleskræmsel,N;NOM;INDF;SG,1,2
5633,bibel,biblensbibelens,N;NOM;DEF;SG,1,2
5634,computerspilkarakter,computerspilkarakter,N;NOM;INDF;SG,1,2
5635,frænde,frændes,N;GEN;INDF;SG,1,2
5636,vagt,vagter,N;NOM;INDF;PL,1,2
5637,hindbærsnitte,hindbærsnitte,N;NOM;INDF;SG,1,2
5638,pendant,pendanternes,N;NOM;DEF;PL,1,2
5639,majsolie,majsolier,N;NOM;INDF;PL,1,2
5640,kattemad,kattemad,N;NOM;INDF;SG,1,2
5641,indflyvning,indflyvnings,N;GEN;INDF;SG,1,2
5642,skib,skibs,N;GEN;INDF;SG,1,2
5643,atom,atomer,N;NOM;INDF;PL,1,2
5644,støvsuger,støvsugere,N;NOM;INDF;PL,1,2
5645,duel,duellers,N;GEN;INDF;PL,1,2
5646,flanør,flanørernes,N;NOM;DEF;PL,1,2
5647,ildsjæl,ildsjæle,N;NOM;INDF;PL,1,2
5648,dufte,dufte,V;NFIN;ACT,1,2
5649,campingvogn,campingvognes,N;GEN;INDF;PL,1,2
5650,fylking,fylking,N;NOM;INDF;SG,1,2
5651,bibliotekar,bibliotekarerne,N;NOM;DEF;PL,1,2
5652,vandbakkelse,vandbakkelsernes,N;NOM;DEF;PL,1,2
5653,dun,dunet,N;NOM;DEF;SG,1,2
5654,atombombe,atombombens,N;NOM;DEF;SG,1,2
5655,paté,patéernes,N;NOM;DEF;PL,1,2
5656,encyklopædi,encyklopædi,N;NOM;INDF;SG,1,2
5657,kæft,kæfts,N;GEN;INDF;SG,1,2
5658,metier,metierers,N;GEN;INDF;PL,1,2
5659,gedde,geddes,N;GEN;INDF;SG,1,2
5660,broccoli,broccoliens,N;NOM;DEF;SG,1,2
5661,bistro,bistroens,N;NOM;DEF;SG,1,2
5662,godbid,godbidder,N;NOM;INDF;PL,1,2
5663,asparges,asparges',N;GEN;INDF;PL,1,2
5664,nævner,nævnerens,N;NOM;DEF;SG,1,2
5665,horn,hornet,N;NOM;DEF;SG,1,2
5666,torturere,tortureret,V.PTCP;PST;PASS,1,2
5667,bananrepublik,bananrepublik,N;NOM;INDF;SG,1,2
5668,profeti,profetiens,N;NOM;DEF;SG,1,2
5669,advarsel,advarslers,N;GEN;INDF;PL,1,2
5670,soldug,solduggenes,N;NOM;DEF;PL,1,2
5671,strejke,strejkens,N;NOM;DEF;SG,1,2
5672,musket,musketternes,N;NOM;DEF;PL,1,2
5673,autokrati,autokratiers,N;GEN;INDF;PL,1,2
5674,egennavn,egennavnet,N;NOM;DEF;SG,1,2
5675,mandelolie,mandeloliens,N;NOM;DEF;SG,1,2
5676,stavkirke,stavkirkens,N;NOM;DEF;SG,1,2
5677,pindsvin,pindsvinene,N;NOM;DEF;PL,1,2
5678,MF,MF'ers,N;GEN;INDF;PL,1,2
5679,matrone,matronernes,N;NOM;DEF;PL,1,2
5680,kladde,kladden,N;NOM;DEF;SG,1,2
5681,drue,druen,N;NOM;DEF;SG,1,2
5682,birkes,birkesene,N;NOM;DEF;PL,1,2
5683,pote,pote,N;NOM;INDF;SG,1,2
5684,atomkraft,atomkræfterne,N;NOM;DEF;PL,1,2
5685,huske,husk,V;IMP;ACT,1,2
5686,lagune,lagunen,N;NOM;DEF;SG,1,2
5687,hjemby,hjembyer,N;NOM;INDF;PL,1,2
5688,spørgsmål,spørgsmåls,N;GEN;INDF;SG,1,2
5689,kommunist,kommunisternes,N;NOM;DEF;PL,1,2
5690,subkontinent,subkontinenter,N;NOM;INDF;PL,1,2
5691,ypsilon,ypsilonerne,N;NOM;DEF;PL,1,2
5692,hjemby,hjembyers,N;GEN;INDF;PL,1,2
5693,anorak,anorak,N;NOM;INDF;SG,1,2
5694,jubilæum,jubilæums,N;GEN;INDF;SG,1,2
5695,vejskilt,vejskiltenes,N;NOM;DEF;PL,1,2
5696,fodbold,fodbolden,N;NOM;DEF;SG,1,2
5697,anholdelse,anholdelsen,N;NOM;DEF;SG,1,2
5698,sportsserie,sportsserie,N;NOM;INDF;SG,1,2
5699,mandebøde,mandebøders,N;GEN;INDF;PL,1,2
5700,konserveringsmiddel,konserveringsmiddels,N;GEN;INDF;SG,1,2
5701,svip,svip,N;NOM;INDF;SG,1,2
5702,proptrækker,proptrækkerne,N;NOM;DEF;PL,1,2
5703,intervention,interventionerne,N;NOM;DEF;PL,1,2
5704,kolesterol,kolesterolernes,N;NOM;DEF;PL,1,2
5705,moratorium,moratoriet,N;NOM;DEF;SG,1,2
5706,dekagram,dekagrams,N;GEN;INDF;SG,1,2
5707,knalde,knaldedes,V;IND;PST;PASS,1,2
5708,kultur,kulturen,N;NOM;DEF;SG,1,2
5709,okse,oksens,N;NOM;DEF;SG,1,2
5710,tur,turs,N;GEN;INDF;SG,1,2
5711,varulv,varulvens,N;NOM;DEF;SG,1,2
5712,åre,årerne,N;NOM;DEF;PL,1,2
5713,information,informationerne,N;NOM;DEF;PL,1,2
5714,motivere,motiverede,V;IND;PST;ACT,1,2
5715,videnskabsmand,videnskabsmændene,N;NOM;DEF;PL,1,2
5716,lyn,lyn,N;NOM;INDF;SG,1,2
5717,kål,kåls,N;GEN;INDF;PL,1,2
5718,desavouere,desavoueredes,V;IND;PST;PASS,1,2
5719,drink,drinks,N;GEN;INDF;SG,1,2
5720,julestjerne,julestjernen,N;NOM;DEF;SG,1,2
5721,kardinalitet,kardinaliteten,N;NOM;DEF;SG,1,2
5722,accelerere,accelereret,V.PTCP;PST;PASS,1,2
5723,blodåre,blodårer,N;NOM;INDF;PL,1,2
5724,kvadrat,kvadrat,N;NOM;INDF;SG,1,2
5725,strikkepind,strikkepinds,N;GEN;INDF;SG,1,2
5726,hovedpine,hovedpiners,N;GEN;INDF;PL,1,2
5727,demarkation,demarkations,N;GEN;INDF;SG,1,2
5728,pungdyr,pungdyret,N;NOM;DEF;SG,1,2
5729,lipid,lipidernes,N;NOM;DEF;PL,1,2
5730,tyrker,tyrkeres,N;GEN;INDF;PL,1,2
5731,mentor,mentorer,N;NOM;INDF;PL,1,2
5732,overskæg,overskægs,N;GEN;INDF;PL,1,2
5733,hvedebrød,hvedebrød,N;NOM;INDF;SG,1,2
5734,planche,planche,N;NOM;INDF;SG,1,2
5735,datere,dateres,V;IND;PRS;PASS,1,2
5736,tennisspiller,tennisspillerne,N;NOM;DEF;PL,1,2
5737,rekviem,rekviem,N;NOM;INDF;SG,1,2
5738,sålbænk,sålbænks,N;GEN;INDF;SG,1,2
5739,halvvokal,halvvokalen,N;NOM;DEF;SG,1,2
5740,præstation,præstationen,N;NOM;DEF;SG,1,2
5741,aforisme,aforismens,N;NOM;DEF;SG,1,2
5742,central,centralers,N;GEN;INDF;PL,1,2
5743,øgle,øglers,N;GEN;INDF;PL,1,2
5744,budskab,budskabers,N;GEN;INDF;PL,1,2
5745,estragon,estragons,N;GEN;INDF;SG,1,2
5746,kværke,kværk,V;IMP;ACT,1,2
5747,tepose,teposes,N;GEN;INDF;SG,1,2
5748,husbond,husbondens,N;NOM;DEF;SG,1,2
5749,ørering,øreringene,N;NOM;DEF;PL,1,2
5750,bagatel,bagatellernes,N;NOM;DEF;PL,1,2
5751,sandhed,sandheds,N;GEN;INDF;SG,1,2
5752,reagensglas,reagensglasset,N;NOM;DEF;SG,1,2
5753,årtusinde,årtusinde,N;NOM;INDF;SG,1,2
5754,musikpædagog,musikpædagogens,N;NOM;DEF;SG,1,2
5755,kæle,kæle,V;NFIN;ACT,1,2
5756,e-mail,e-mail,N;NOM;INDF;SG,1,2
5757,mekaniker,mekanikeres,N;GEN;INDF;PL,1,2
5758,mare,marens,N;NOM;DEF;SG,1,2
5759,ultimatum,ultimatums,N;GEN;INDF;SG,1,2
5760,anledning,anledninger,N;NOM;INDF;PL,1,2
5761,TV-program,TV-programmers,N;GEN;INDF;PL,1,2
5762,byttehandel,byttehandlers,N;GEN;INDF;PL,1,2
5763,kværke,kværke,V;NFIN;ACT,1,2
5764,sø,sø,N;NOM;INDF;SG,1,2
5765,isbjørn,isbjørns,N;GEN;INDF;SG,1,2
5766,smøre,smørens,N;NOM;DEF;SG,1,2
5767,forkortelse,forkortelses,N;GEN;INDF;SG,1,2
5768,opfostre,opfostrende,V.PTCP;PRS;ACT,1,2
5769,kunstnernavn,kunstnernavn,N;NOM;INDF;SG,1,2
5770,kunstgalleri,kunstgalleriers,N;GEN;INDF;PL,1,2
5771,butterfly,butterflyene,N;NOM;DEF;PL,1,2
5772,kiwi,kiwien,N;NOM;DEF;SG,1,2
5773,kors,korsene,N;NOM;DEF;PL,1,2
5774,gælle,gællers,N;GEN;INDF;PL,1,2
5775,kammer,kamretkammeret,N;NOM;DEF;SG,1,2
5776,målmand,målmændenes,N;NOM;DEF;PL,1,2
5777,pære,pærens,N;NOM;DEF;SG,1,2
5778,akkumulator,akkumulatoren,N;NOM;DEF;SG,1,2
5779,kar,kar,N;NOM;INDF;SG,1,2
5780,gummi,gummiers,N;GEN;INDF;PL,1,2
5781,dampskib,dampskibet,N;NOM;DEF;SG,1,2
5782,kapring,kapringers,N;GEN;INDF;PL,1,2
5783,klap-sammen-mad,klap-sammen-madden,N;NOM;DEF;SG,1,2
5784,gravsten,gravstens,N;GEN;INDF;PL,1,2
5785,entrecote,entrecotens,N;NOM;DEF;SG,1,2
5786,ørred,ørreder,N;NOM;INDF;PL,1,2
5787,cirkelafsnit,cirkelafsnittet,N;NOM;DEF;SG,1,2
5788,bavian,bavianers,N;GEN;INDF;PL,1,2
5789,atlet,atleters,N;GEN;INDF;PL,1,2
5790,symptom,symptomet,N;NOM;DEF;SG,1,2
5791,kaj,kajernes,N;NOM;DEF;PL,1,2
5792,grønlænder,grønlændernes,N;NOM;DEF;PL,1,2
5793,forstærkning,forstærknings,N;GEN;INDF;SG,1,2
5794,rubin,rubinerne,N;NOM;DEF;PL,1,2
5795,brune,brunedes,V;IND;PST;PASS,1,2
5796,neksøbo,neksøboerne,N;NOM;DEF;PL,1,2
5797,ventil,ventilen,N;NOM;DEF;SG,1,2
5798,årsag,årsagerne,N;NOM;DEF;PL,1,2
5799,portemonnæ,portemonnæens,N;NOM;DEF;SG,1,2
5800,påskeæg,påskeæggene,N;NOM;DEF;PL,1,2
5801,barnebarn,barne,N;GEN;INDF;SG,1,2
5802,parallelogram,parallelograms,N;GEN;INDF;SG,1,2
5803,kamel,kameler,N;NOM;INDF;PL,1,2
5804,annullation,annullationen,N;NOM;DEF;SG,1,2
5805,barnevogn,barnevognene,N;NOM;DEF;PL,1,2
5806,idiosynkrasi,idiosynkrasier,N;NOM;INDF;PL,1,2
5807,mare,marernes,N;NOM;DEF;PL,1,2
5808,palmesøndag,palmesøndages,N;GEN;INDF;PL,1,2
5809,armbåndsur,armbåndsurs,N;GEN;INDF;SG,1,2
5810,toer,toerene,N;NOM;DEF;PL,1,2
5811,trubadour,trubadourer,N;NOM;INDF;PL,1,2
5812,torturere,tortureredes,V;IND;PST;PASS,1,2
5813,jorde,jordet,V.PTCP;PST;PASS,1,2
5814,julestjerne,julestjerners,N;GEN;INDF;PL,1,2
5815,entrecote,entrecoterne,N;NOM;DEF;PL,1,2
5816,tydeliggørelse,tydeliggørelsen,N;NOM;DEF;SG,1,2
5817,centralnervesystem,centralnervesystemerne,N;NOM;DEF;PL,1,2
5818,beton,betonerne,N;NOM;DEF;PL,1,2
5819,brugerbetaling,brugerbetalinger,N;NOM;INDF;PL,1,2
5820,musikgruppe,musikgrupperne,N;NOM;DEF;PL,1,2
5821,hjort,hjorts,N;GEN;INDF;SG,1,2
5822,ægtefælle,ægtefællens,N;NOM;DEF;SG,1,2
5823,alf,alfen,N;NOM;DEF;SG,1,2
5824,bengel,benglers,N;GEN;INDF;PL,1,2
5825,galehus,galehuses,N;GEN;INDF;PL,1,2
5826,materiale,materiales,N;GEN;INDF;SG,1,2
5827,ionosfære,ionosfære,N;NOM;INDF;SG,1,2
5828,newzealænder,newzealændernes,N;NOM;DEF;PL,1,2
5829,brændsel,brændsler,N;NOM;INDF;PL,1,2
5830,advent,adventernes,N;NOM;DEF;PL,1,2
5831,kryster,krysterne,N;NOM;DEF;PL,1,2
5832,diagnosticere,diagnosticere,V;NFIN;ACT,1,2
5833,vækkeur,vækkeurenes,N;NOM;DEF;PL,1,2
5834,barre,barrers,N;GEN;INDF;PL,1,2
5835,kalkun,kalkuners,N;GEN;INDF;PL,1,2
5836,teater,teatres,N;GEN;INDF;PL,1,2
5837,kærte,kærten,N;NOM;DEF;SG,1,2
5838,geled,geleddernes,N;NOM;DEF;PL,1,2
5839,moderkage,moderkages,N;GEN;INDF;SG,1,2
5840,sølvbryllup,sølvbryllupperne,N;NOM;DEF;PL,1,2
5841,kejserrige,kejserriger,N;NOM;INDF;PL,1,2
5842,kommentar,kommentarer,N;NOM;INDF;PL,1,2
5843,biom,biomer,N;NOM;INDF;PL,1,2
5844,nordkyst,nordkysterne,N;NOM;DEF;PL,1,2
5845,sæbeopera,sæbeoperas,N;GEN;INDF;SG,1,2
5846,udgift,udgifters,N;GEN;INDF;PL,1,2
5847,karl,karlens,N;NOM;DEF;SG,1,2
5848,rødlos,rødlos',N;GEN;INDF;SG,1,2
5849,strygejern,strygejern,N;NOM;INDF;SG,1,2
5850,kardinaltal,kardinaltallenes,N;NOM;DEF;PL,1,2
5851,jordnød,jordnøddernes,N;NOM;DEF;PL,1,2
5852,fest,fest,N;NOM;INDF;SG,1,2
5853,emir,emirens,N;NOM;DEF;SG,1,2
5854,citat,citat,N;NOM;INDF;SG,1,2
5855,ælling,ællingen,N;NOM;DEF;SG,1,2
5856,hjerte,hjerters,N;GEN;INDF;PL,1,2
5857,dansker,dansker,N;NOM;INDF;SG,1,2
5858,plombere,plomberer,V;IND;PRS;ACT,1,2
5859,ruse,ruserne,N;NOM;DEF;PL,1,2
5860,dagbog,dagbog,N;NOM;INDF;SG,1,2
5861,uddannelse,uddannelsers,N;GEN;INDF;PL,1,2
5862,æbletræ,æbletræer,N;NOM;INDF;PL,1,2
5863,storebror,storebror,N;NOM;INDF;SG,1,2
5864,samfund,samfundenes,N;NOM;DEF;PL,1,2
5865,hind,hindens,N;NOM;DEF;SG,1,2
5866,so,søers,N;GEN;INDF;PL,1,2
5867,bror,brødrenes,N;NOM;DEF;PL,1,2
5868,elegi,elegien,N;NOM;DEF;SG,1,2
5869,manuskript,manuskripts,N;GEN;INDF;SG,1,2
5870,rov,rovet,N;NOM;DEF;SG,1,2
5871,afholdsmand,afholdsmanden,N;NOM;DEF;SG,1,2
5872,balkon,balkonen,N;NOM;DEF;SG,1,2
5873,manifest,manifester,N;NOM;INDF;PL,1,2
5874,fægter,fægternes,N;NOM;DEF;PL,1,2
5875,brugerbidrag,brugerbidragene,N;NOM;DEF;PL,1,2
5876,69'er,69'ers,N;GEN;INDF;SG,1,2
5877,realist,realisterne,N;NOM;DEF;PL,1,2
5878,låg,lågs,N;GEN;INDF;PL,1,2
5879,affaldsstof,affaldsstoffers,N;GEN;INDF;PL,1,2
5880,pip,pips,N;GEN;INDF;PL,1,2
5881,cigaretpakke,cigaretpakker,N;NOM;INDF;PL,1,2
5882,politibetjent,politibetjentens,N;NOM;DEF;SG,1,2
5883,filigran,filigranner,N;NOM;INDF;PL,1,2
5884,glarmester,glarmestrenes,N;NOM;DEF;PL,1,2
5885,soludbrud,soludbruddet,N;NOM;DEF;SG,1,2
5886,kandidat,kandidater,N;NOM;INDF;PL,1,2
5887,grankogle,grankogles,N;GEN;INDF;SG,1,2
5888,hornhinde,hornhindernes,N;NOM;DEF;PL,1,2
5889,fægtning,fægtningen,N;NOM;DEF;SG,1,2
5890,forudsætning,forudsætninger,N;NOM;INDF;PL,1,2
5891,mesanmast,mesanmaster,N;NOM;INDF;PL,1,2
5892,fodring,fodringen,N;NOM;DEF;SG,1,2
5893,beskyldning,beskyldnings,N;GEN;INDF;SG,1,2
5894,hornhinde,hornhinden,N;NOM;DEF;SG,1,2
5895,kondom,kondomerne,N;NOM;DEF;PL,1,2
5896,lyn,lynet,N;NOM;DEF;SG,1,2
5897,ulykke,ulykkernes,N;NOM;DEF;PL,1,2
5898,kolonialforretning,kolonialforretningens,N;NOM;DEF;SG,1,2
5899,natklub,natklubberne,N;NOM;DEF;PL,1,2
5900,ås,åse,N;NOM;INDF;PL,1,2
5901,jurist,juristers,N;GEN;INDF;PL,1,2
5902,pib,pibenes,N;NOM;DEF;PL,1,2
5903,kildekode,kildekodernes,N;NOM;DEF;PL,1,2
5904,tønde,tøndernes,N;NOM;DEF;PL,1,2
5905,fader,fædrenes,N;NOM;DEF;PL,1,2
5906,boysenbær,boysenbærs,N;GEN;INDF;SG,1,2
5907,afart,afarterne,N;NOM;DEF;PL,1,2
5908,lillefinger,lillefingerens,N;NOM;DEF;SG,1,2
5909,skænk,skænkes,N;GEN;INDF;PL,1,2
5910,gulv,gulvet,N;NOM;DEF;SG,1,2
5911,motorkøretøj,motorkøretøjer,N;NOM;INDF;PL,1,2
5912,slagsmål,slagsmålene,N;NOM;DEF;PL,1,2
5913,musketer,musketerer,N;NOM;INDF;PL,1,2
5914,eventyr,eventyrs,N;GEN;INDF;SG,1,2
5915,fodre,fodr,V;IMP;ACT,1,2
5916,flyvemaskine,flyvemaskines,N;GEN;INDF;SG,1,2
5917,klimaændring,klimaændringers,N;GEN;INDF;PL,1,2
5918,halvvokal,halvvokalers,N;GEN;INDF;PL,1,2
5919,pentagram,pentagrams,N;GEN;INDF;SG,1,2
5920,pomfrit,pomfrits,N;GEN;INDF;SG,1,2
5921,veranda,verandaens,N;NOM;DEF;SG,1,2
5922,rype,rypen,N;NOM;DEF;SG,1,2
5923,bon,bon,N;NOM;INDF;SG,1,2
5924,risvin,risvines,N;GEN;INDF;PL,1,2
5925,kalksten,kalksten,N;NOM;INDF;PL,1,2
5926,stikprøve,stikprøves,N;GEN;INDF;SG,1,2
5927,apokope,apokopers,N;GEN;INDF;PL,1,2
5928,træl,trælles,N;GEN;INDF;PL,1,2
5929,hår,hår,N;NOM;INDF;SG,1,2
5930,klan,klan,N;NOM;INDF;SG,1,2
5931,stol,stoles,N;GEN;INDF;PL,1,2
5932,tærskel,tærskler,N;NOM;INDF;PL,1,2
5933,babyble,babybles,N;GEN;INDF;SG,1,2
5934,abrikos,abrikosen,N;NOM;DEF;SG,1,2
5935,cigaretrør,cigaretrøret,N;NOM;DEF;SG,1,2
5936,snefald,snefalds,N;GEN;INDF;SG,1,2
5937,mellemistid,mellemistiders,N;GEN;INDF;PL,1,2
5938,fingernegl,fingernegle,N;NOM;INDF;PL,1,2
5939,genstandsled,genstandsleddet,N;NOM;DEF;SG,1,2
5940,mester,mestrenes,N;NOM;DEF;PL,1,2
5941,tragedie,tragediers,N;GEN;INDF;PL,1,2
5942,nav,navenes,N;NOM;DEF;PL,1,2
5943,participium,participium,N;NOM;INDF;SG,1,2
5944,husmand,husmand,N;NOM;INDF;SG,1,2
5945,ultralyd,ultralydens,N;NOM;DEF;SG,1,2
5946,blodkredsløb,blodkredsløbs,N;GEN;INDF;PL,1,2
5947,gasturbine,gasturbinerne,N;NOM;DEF;PL,1,2
5948,blender,blendernes,N;NOM;DEF;PL,1,2
5949,hassel,haslers,N;GEN;INDF;PL,1,2
5950,krystallisere,krystalliserende,V.PTCP;PRS;ACT,1,2
5951,ordinere,ordineres,V;IND;PRS;PASS,1,2
5952,terrier,terrier,N;NOM;INDF;SG,1,2
5953,vams,vamsene,N;NOM;DEF;PL,1,2
5954,håb,håbet,N;NOM;DEF;SG,1,2
5955,kladde,kladdens,N;NOM;DEF;SG,1,2
5956,prins,prinserne,N;NOM;DEF;PL,1,2
5957,danse,dansedes,V;IND;PST;PASS,1,2
5958,udmatning,udmatningers,N;GEN;INDF;PL,1,2
5959,bibliotekar,bibliotekarens,N;NOM;DEF;SG,1,2
5960,flueknepperi,flueknepperis,N;GEN;INDF;SG,1,2
5961,betablokker,betablokkere,N;NOM;INDF;PL,1,2
5962,tumult,tumulters,N;GEN;INDF;PL,1,2
5963,trimester,trimestres,N;GEN;INDF;PL,1,2
5964,harpe,harpernes,N;NOM;DEF;PL,1,2
5965,tosse,tossernes,N;NOM;DEF;PL,1,2
5966,diminutiv,diminutiv,N;NOM;INDF;SG,1,2
5967,æra,æras,N;GEN;INDF;SG,1,2
5968,frisør,frisørernes,N;NOM;DEF;PL,1,2
5969,ekvipage,ekvipagen,N;NOM;DEF;SG,1,2
5970,solsikke,solsikkerne,N;NOM;DEF;PL,1,2
5971,prisvinder,prisvinder,N;NOM;INDF;SG,1,2
5972,nexøbo,nexøboernes,N;NOM;DEF;PL,1,2
5973,finte,fintes,N;GEN;INDF;SG,1,2
5974,kølsvin,kølsvinets,N;NOM;DEF;SG,1,2
5975,kappe,kapper,N;NOM;INDF;PL,1,2
5976,vaskebræt,vaskebrætters,N;GEN;INDF;PL,1,2
5977,hovedpine,hovedpine,N;NOM;INDF;SG,1,2
5978,fyrværkeri,fyrværkeriernes,N;NOM;DEF;PL,1,2
5979,moster,mosters,N;GEN;INDF;SG,1,2
5980,aflyd,aflyden,N;NOM;DEF;SG,1,2
5981,oldemor,oldemorens,N;NOM;DEF;SG,1,2
5982,honning,honnings,N;GEN;INDF;SG,1,2
5983,lomme,lommers,N;GEN;INDF;PL,1,2
5984,kælenavn,kælenavnet,N;NOM;DEF;SG,1,2
5985,revy,revyer,N;NOM;INDF;PL,1,2
5986,autodidakt,autodidakters,N;GEN;INDF;PL,1,2
5987,kar,karrenes,N;NOM;DEF;PL,1,2
5988,lus,lus',N;GEN;INDF;PL,1,2
5989,julelys,julelysenes,N;NOM;DEF;PL,1,2
5990,modulere,moduleres,V;IND;PRS;PASS,1,2
5991,gondol,gondoler,N;NOM;INDF;PL,1,2
5992,fosfolipid,fosfolipider,N;NOM;INDF;PL,1,2
5993,vølve,vølvens,N;NOM;DEF;SG,1,2
5994,ambassadør,ambassadør,N;NOM;INDF;SG,1,2
5995,so,so,N;NOM;INDF;SG,1,2
5996,brandbil,brandbilers,N;GEN;INDF;PL,1,2
5997,befolkning,befolkningens,N;NOM;DEF;SG,1,2
5998,kæp,kæppene,N;NOM;DEF;PL,1,2
5999,pornofilm,pornofilmene,N;NOM;DEF;PL,1,2
6000,D-mark,D-mark,N;NOM;INDF;PL,1,2
6001,plæneklipper,plæneklipperens,N;NOM;DEF;SG,1,2
6002,galdeblære,galdeblærer,N;NOM;INDF;PL,1,2
6003,jærv,jærv,N;NOM;INDF;SG,1,2
6004,torn,torn,N;NOM;INDF;SG,1,2
6005,vaskeklud,vaskeklude,N;NOM;INDF;PL,1,2
6006,propel,propellerne,N;NOM;DEF;PL,1,2
6007,kryddernellike,kryddernellikerne,N;NOM;DEF;PL,1,2
6008,operahus,operahus',N;GEN;INDF;SG,1,2
6009,sojaolie,sojaoliens,N;NOM;DEF;SG,1,2
6010,mord,mordets,N;NOM;DEF;SG,1,2
6011,kræse,kræs,V;IMP;ACT,1,2
6012,granit,granitters,N;GEN;INDF;PL,1,2
6013,skulder,skulderen,N;NOM;DEF;SG,1,2
6014,gemytlighed,gemytligheds,N;GEN;INDF;SG,1,2
6015,fiskeolie,fiskeoliers,N;GEN;INDF;PL,1,2
6016,surhedsregulator,surhedsregulators,N;GEN;INDF;SG,1,2
6017,farmand,farmænd,N;NOM;INDF;PL,1,2
6018,moderkage,moderkagerne,N;NOM;DEF;PL,1,2
6019,kastel,kastellernes,N;NOM;DEF;PL,1,2
6020,juble,jublede,V;IND;PST;ACT,1,2
6021,grænse,grænserne,N;NOM;DEF;PL,1,2
6022,sanger,sangeres,N;GEN;INDF;PL,1,2
6023,mage,mager,N;NOM;INDF;PL,1,2
6024,ballon,ballons,N;GEN;INDF;SG,1,2
6025,enkemand,enkemanden,N;NOM;DEF;SG,1,2
6026,toksikolog,toksikologerne,N;NOM;DEF;PL,1,2
6027,armhule,armhulernes,N;NOM;DEF;PL,1,2
6028,affaldsbeholder,affaldsbeholderens,N;NOM;DEF;SG,1,2
6029,solskoldning,solskoldningers,N;GEN;INDF;PL,1,2
6030,surhedsregulator,surhedsregulatorers,N;GEN;INDF;PL,1,2
6031,garder,garder,N;NOM;INDF;SG,1,2
6032,brandert,branderts,N;GEN;INDF;SG,1,2
6033,metropolit,metropolittens,N;NOM;DEF;SG,1,2
6034,bombe,bombens,N;NOM;DEF;SG,1,2
6035,hjertestop,hjertestop,N;NOM;INDF;PL,1,2
6036,tiger,tigeretigre,N;NOM;INDF;PL,1,2
6037,smeltevarme,smeltevarmer,N;NOM;INDF;PL,1,2
6038,organisere,organiserende,V.PTCP;PRS;ACT,1,2
6039,sonate,sonaterne,N;NOM;DEF;PL,1,2
6040,småbarn,småbarns,N;GEN;INDF;SG,1,2
6041,cigaretskod,cigaretskoddene,N;NOM;DEF;PL,1,2
6042,tiendedel,tiendedeles,N;GEN;INDF;PL,1,2
6043,bordlampe,bordlampens,N;NOM;DEF;SG,1,2
6044,trone,tronen,N;NOM;DEF;SG,1,2
6045,ressource,ressourcernes,N;NOM;DEF;PL,1,2
6046,antibiotikum,antibiotikas,N;GEN;INDF;PL,1,2
6047,gnier,gnierne,N;NOM;DEF;PL,1,2
6048,dram,dram,N;NOM;INDF;SG,1,2
6049,rundsav,rundsavens,N;NOM;DEF;SG,1,2
6050,elev,elevens,N;NOM;DEF;SG,1,2
