,lemma,form,tags,family,language
540,joki,joeel,N;AT+ESS;SG,5,3
541,tähti,tähti,N;NOM;SG,5,3
542,käzi,käziil,N;AT+ESS;PL,5,3
543,nain,naista,N;PRT;SG,5,3
544,maa,maita,N;PRT;PL,5,3
545,juusso,juusoolt,N;AT+ESS;SG,5,3
546,karhu,karhult,N;AT+ABL;SG,5,3
547,luu,luist,N;IN+ABL;PL,5,3
548,izä,izäst,N;IN+ABL;SG,5,3
549,nain,naizist,N;IN+ABL;PL,5,3
550,seppä,sepoist,N;IN+ABL;PL,5,3
551,päivä,päivää,N;IN+ALL;SG,5,3
552,jää,jää,N;NOM;SG,5,3
553,lumi,lumelt,N;AT+ABL;SG,5,3
554,vezi,veeks,N;TRANS;SG,5,3
555,käzi,kässiia,N;PRT;PL,5,3
556,korppi,korppii,N;IN+ALL;SG,5,3
557,pökköiheinä,pökköiheinääl,N;AT+ESS;SG,5,3
558,päivä,päivälle,N;AT+ALL;SG,5,3
559,meez,meehiiz,N;IN+ESS;PL,5,3
560,juusso,juusooz,N;IN+ESS;SG,5,3
561,tüär,tütäriin,N;ESS;PL,5,3
562,kukka,kukan,N;GEN;SG,5,3
563,hüvä,hüvviin,ADJ;GEN;PL,5,3
564,öö,öist,N;IN+ABL;PL,5,3
565,jää,jäät,N;NOM;PL,5,3
566,jää,jäält,N;AT+ABL;SG,5,3
567,lammaz,lamppaahat,N;NOM;PL,5,3
568,säkki,säkiiz,N;IN+ESS;SG,5,3
569,joki,jokiloil,N;AT+ESS;PL,5,3
570,järvi,järvilöihe,N;IN+ALL;PL,5,3
571,hüvä,hüvält,ADJ;AT+ABL;SG,5,3
572,mäki,mäkilöiz,N;IN+ESS;PL,5,3
573,variz,varikseks,N;TRANS;SG,5,3
574,mäki,mäkilöja,N;PRT;PL,5,3
575,ikkuna,ikkunalle,N;AT+ALL;SG,5,3
576,vezi,vessiia,N;PRT;PL,5,3
577,siar,siaart,N;PRT;SG,5,3
578,luu,luu,N;NOM;SG,5,3
579,meez,meehest,N;IN+ABL;SG,5,3
580,aika,aika,N;NOM;SG,5,3
581,nain,naisiin,N;GEN;PL,5,3
582,silmä,silmilt,N;AT+ABL;PL,5,3
583,jalka,jaloist,N;IN+ABL;PL,5,3
584,pökköiheinä,pökköiheiniin,N;ESS;PL,5,3
585,siar,sizariin,N;ESS;PL,5,3
586,kala,kalloihe,N;IN+ALL;PL,5,3
587,korppi,korppiloiks,N;TRANS;PL,5,3
588,kaunehusse,kaunehutteen,N;ESS;SG,5,3
589,säkki,säkkilöjä,N;PRT;PL,5,3
590,joki,joen,N;GEN;SG,5,3
591,kukka,kukiil,N;AT+ESS;PL,5,3
592,iez,ikeheez,N;IN+ESS;SG,5,3
593,seppä,sepoiz,N;IN+ESS;PL,5,3
594,järvi,järvee,N;IN+ALL;SG,5,3
595,hüvä,hüvviiä,ADJ;PRT;PL,5,3
596,pökköiheinä,pökköiheinäst,N;IN+ABL;SG,5,3
597,iez,iest,N;PRT;SG,5,3
598,päivä,päiviks,N;TRANS;PL,5,3
599,tüär,tütärelle,N;AT+ALL;SG,5,3
600,variz,varikselle,N;AT+ALL;SG,5,3
601,variz,varikselt,N;AT+ABL;SG,5,3
602,öö,öiks,N;TRANS;PL,5,3
603,lupa,luvia,N;PRT;PL,5,3
604,silmä,silmä,N;NOM;SG,5,3
605,kevät,kevättä,N;PRT;SG,5,3
606,velli,velleen,N;ESS;SG,5,3
607,aika,aikkaa,N;IN+ALL;SG,5,3
608,ikä,ikiil,N;AT+ESS;PL,5,3
609,kukka,kukast,N;IN+ABL;SG,5,3
610,kukka,kukkaa,N;PRT;SG,5,3
611,süän,süämist,N;IN+ABL;PL,5,3
612,näkö,näkölöin,N;ESS;PL,5,3
613,kukka,kukkaan,N;ESS;SG,5,3
614,pää,pääz,N;IN+ESS;SG,5,3
615,mäki,mäkilöin,N;GEN;PL,5,3
616,velli,vellilöin,N;ESS;PL,5,3
617,lammaz,lamppaahan,N;GEN;SG,5,3
618,kassen,kastmeel,N;AT+ESS;SG,5,3
619,lammaz,lampahia,N;PRT;PL,5,3
620,vezi,veest,N;IN+ABL;SG,5,3
621,järvi,järvel,N;AT+ESS;SG,5,3
622,järvi,järvilöiks,N;TRANS;PL,5,3
623,seppä,seppoin,N;GEN;PL,5,3
624,näkö,näkköön,N;ESS;SG,5,3
625,lammaz,lampahast,N;IN+ABL;SG,5,3
626,lapsi,lapseks,N;TRANS;SG,5,3
627,kala,kaloist,N;IN+ABL;PL,5,3
628,pökköiheinä,pökköiheinää,N;PRT;SG,5,3
629,velli,vellilöist,N;IN+ABL;PL,5,3
630,säkki,säkkilöilt,N;AT+ABL;PL,5,3
631,lumi,lumest,N;IN+ABL;SG,5,3
632,iez,ikehille,N;AT+ALL;PL,5,3
633,juusso,juussoloin,N;ESS;PL,5,3
634,variz,variksille,N;AT+ALL;PL,5,3
635,hüvä,hüvän,ADJ;GEN;SG,5,3
636,süän,süämeks,N;TRANS;SG,5,3
637,järvi,järvelt,N;AT+ABL;SG,5,3
638,voi,voilt,N;AT+ABL;PL,5,3
639,säkki,säkkilöin,N;GEN;PL,5,3
640,lumi,lumiloilt,N;AT+ABL;PL,5,3
641,ikä,ikän,N;GEN;SG,5,3
642,velli,vellilöihe,N;IN+ALL;PL,5,3
643,luu,luuta,N;PRT;SG,5,3
644,variz,varikseez,N;IN+ESS;SG,5,3
645,säkki,säkkilöille,N;AT+ALL;PL,5,3
646,pää,päätä,N;PRT;SG,5,3
647,süän,süämiiz,N;IN+ESS;PL,5,3
648,maa,maaha,N;IN+ALL;SG,5,3
649,tähti,tähilöin,N;GEN;PL,5,3
650,aampuussen,aampuustmeel,N;AT+ESS;SG,5,3
651,seppä,seppä,N;NOM;SG,5,3
652,daatša,daatšan,N;GEN;SG,5,3
653,voi,voiks,N;TRANS;PL,5,3
654,järvi,järviä,N;PRT;SG,5,3
655,kuu,kuihe,N;IN+ALL;PL,5,3
656,karhu,karhut,N;NOM;PL,5,3
657,daatša,daatša,N;NOM;SG,5,3
658,näkö,näööl,N;AT+ESS;SG,5,3
659,lumi,lumiloille,N;AT+ALL;PL,5,3
660,pökköiheinä,pökköiheiniks,N;TRANS;PL,5,3
661,pää,päist,N;IN+ABL;PL,5,3
662,nain,naizelt,N;AT+ABL;SG,5,3
663,kevät,keväiin,N;GEN;PL,5,3
664,hammaz,hamppaahan,N;GEN;SG,5,3
665,kuu,kuu,N;NOM;SG,5,3
666,olut,oluizille,N;AT+ALL;PL,5,3
667,kassen,kassen,N;NOM;SG,5,3
668,juusso,juusot,N;NOM;PL,5,3
669,öö,öilt,N;AT+ABL;PL,5,3
670,kaunehusse,kaunehuksist,N;IN+ABL;PL,5,3
671,säkki,säkkilöiz,N;IN+ESS;PL,5,3
672,olut,oluizia,N;PRT;PL,5,3
673,korppi,korppiloin,N;GEN;PL,5,3
674,päivä,päivääl,N;AT+ESS;SG,5,3
675,kukka,kukaal,N;AT+ESS;SG,5,3
676,tähti,tähest,N;IN+ABL;SG,5,3
677,meez,meehiil,N;AT+ESS;PL,5,3
678,leipä,leippään,N;ESS;SG,5,3
679,ikkuna,ikkunoiks,N;TRANS;PL,5,3
680,iez,ikeheen,N;ESS;SG,5,3
681,seppä,sepän,N;GEN;SG,5,3
682,lumi,lumi,N;NOM;SG,5,3
683,juusso,juussoloille,N;AT+ALL;PL,5,3
684,lumi,lumiloiks,N;TRANS;PL,5,3
685,siar,sizareks,N;TRANS;SG,5,3
686,iez,ikehilt,N;AT+ABL;PL,5,3
687,joki,jokkeen,N;ESS;SG,5,3
688,järvi,järvilöilt,N;AT+ABL;PL,5,3
689,siar,siar,N;NOM;SG,5,3
690,ikä,ikäst,N;IN+ABL;SG,5,3
691,kuu,kuun,N;GEN;SG,5,3
692,olut,olueks,N;TRANS;SG,5,3
693,izä,izöiks,N;TRANS;PL,5,3
694,olut,oluesse,N;IN+ALL;SG,5,3
695,maa,maa,N;NOM;SG,5,3
696,karhu,karhuul,N;AT+ESS;SG,5,3
697,näkö,näkölöja,N;PRT;PL,5,3
698,daatša,daatšoilt,N;AT+ABL;PL,5,3
699,kaunehusse,kaunehusse,N;NOM;SG,5,3
700,pää,pään,N;GEN;SG,5,3
701,korppi,korppiloist,N;IN+ABL;PL,5,3
702,karhu,karhuloilt,N;AT+ABL;PL,5,3
703,velli,vellilöille,N;AT+ALL;PL,5,3
704,mäki,mäkilöihe,N;IN+ALL;PL,5,3
705,silmä,silmät,N;NOM;PL,5,3
706,ikä,ikälle,N;AT+ALL;SG,5,3
707,ikkuna,ikkunaks,N;TRANS;SG,5,3
708,karhu,karhuloin,N;ESS;PL,5,3
709,aika,aijjat,N;NOM;PL,5,3
710,aampuussen,aampuustmelle,N;AT+ALL;SG,5,3
711,izä,izöilt,N;AT+ABL;PL,5,3
712,jää,jäille,N;AT+ALL;PL,5,3
713,pökköiheinä,pökköiheinält,N;AT+ABL;SG,5,3
714,lupa,luppaan,N;ESS;SG,5,3
715,kala,kalaal,N;AT+ESS;SG,5,3
716,variz,variksia,N;PRT;PL,5,3
717,korppi,korpiks,N;TRANS;SG,5,3
718,tüär,tütärilt,N;AT+ABL;PL,5,3
719,kala,kallaa,N;PRT;SG,5,3
720,ikkuna,ikkunaaz,N;IN+ESS;SG,5,3
721,vezi,veziks,N;TRANS;PL,5,3
722,meez,meehisse,N;IN+ALL;PL,5,3
723,juusso,juussoilt,N;AT+ABL;PL,5,3
724,kevät,keväiin,N;ESS;PL,5,3
725,jalka,jalalt,N;AT+ABL;SG,5,3
726,mäki,mäkilöilt,N;AT+ABL;PL,5,3
727,nain,naizeel,N;AT+ESS;SG,5,3
728,tüär,tütärille,N;AT+ALL;PL,5,3
729,kevät,kevät,N;NOM;SG,5,3
730,variz,variksen,N;GEN;SG,5,3
731,ikä,ikät,N;NOM;PL,5,3
732,korppi,korppia,N;PRT;SG,5,3
733,jalka,jalka,N;NOM;SG,5,3
734,järvi,järvi,N;NOM;SG,5,3
735,mäki,mäen,N;GEN;SG,5,3
736,izä,issöihe,N;IN+ALL;PL,5,3
737,hammaz,hampaahasse,N;IN+ALL;SG,5,3
738,lumi,lumiloist,N;IN+ABL;PL,5,3
739,iez,ikehiin,N;ESS;PL,5,3
740,silmä,silmäst,N;IN+ABL;SG,5,3
741,variz,variksist,N;IN+ABL;PL,5,3
742,jää,jäähä,N;IN+ALL;SG,5,3
743,säkki,säkki,N;NOM;SG,5,3
744,meez,meeheel,N;AT+ESS;SG,5,3
745,joki,joeez,N;IN+ESS;SG,5,3
746,kaunehusse,kaunehuelle,N;AT+ALL;SG,5,3
747,izä,izääz,N;IN+ESS;SG,5,3
748,kala,kaloiz,N;IN+ESS;PL,5,3
749,siar,sizarest,N;IN+ABL;SG,5,3
750,velli,velleez,N;IN+ESS;SG,5,3
751,näkö,näölle,N;AT+ALL;SG,5,3
752,izä,issöin,N;ESS;PL,5,3
753,hammaz,hampahille,N;AT+ALL;PL,5,3
754,kuu,kuin,N;ESS;PL,5,3
755,daatša,daatšaks,N;TRANS;SG,5,3
756,aampuussen,aampuustmest,N;IN+ABL;SG,5,3
757,öö,ööks,N;TRANS;SG,5,3
758,lammaz,lampahiin,N;ESS;PL,5,3
759,pökköiheinä,pökköiheinät,N;NOM;PL,5,3
760,hüvä,hüviks,ADJ;TRANS;PL,5,3
761,aampuussen,aampuustmill,N;AT+ESS;PL,5,3
762,daatša,daatšoin,N;ESS;PL,5,3
