,lemma,form,tags,family,language
535,jalka,jalkoje,N;GEN;PL,5,11
536,ammaz,ampail,N;AT+ESS;PL,5,11
537,akkuna,akkunaa,N;IN+ALL;SG,5,11
538,lintu,lintuissi,N;TRANS;PL,5,11
539,maa,maisõ,N;IN+ALL;PL,5,11
540,leipä,leipoissi,N;TRANS;PL,5,11
541,leipä,leipä,N;NOM;SG,5,11
542,lumi,lumõssi,N;TRANS;SG,5,11
543,juusso,juusoalõssa,N;TERM;SG,5,11
544,mätši,mätšiise,N;IN+ALL;PL,5,11
545,üü,üiss,N;IN+ABL;PL,5,11
546,silmä,silmäle,N;AT+ALL;SG,5,11
547,varõz,varõhsõllõssa,N;TERM;SG,5,11
548,nain,naizõõ,N;GEN;SG,5,11
549,seppä,sepäle,N;AT+ALL;SG,5,11
550,töö,töil,N;AT+ESS;PL,5,11
551,tševäd,tševäilessa,N;TERM;PL,5,11
552,tšivi,tšivi,N;NOM;SG,5,11
553,tütär,tütär,N;NOM;SG,5,11
554,süä,süä,N;NOM;SG,5,11
555,sipuli,sipulia,N;PRT;SG,5,11
556,tütär,tüttärije,N;GEN;PL,5,11
557,tševäd,tševäile,N;AT+ALL;PL,5,11
558,aika,aigoiss,N;IN+ABL;PL,5,11
559,kuu,kuil,N;AT+ESS;PL,5,11
560,vesi,veteessa,N;TERM;SG,5,11
561,staruha,staruhaa,N;PRT;SG,5,11
562,koira,koirall,N;AT+ESS;SG,5,11
563,tütär,tüttärille,N;AT+ALL;PL,5,11
564,ammaz,ampaďďe,N;GEN;PL,5,11
565,kõrsi,kõrrõd,N;NOM;PL,5,11
566,tähti,tähed,N;NOM;PL,5,11
567,jää,jäält,N;AT+ABL;SG,5,11
568,töö,töisessa,N;TERM;PL,5,11
569,koira,koiralt,N;AT+ABL;SG,5,11
570,ilozuz,ilozuuna,N;ESS;SG,5,11
571,itšä,itšiit,N;PRT;PL,5,11
572,sipuli,sipulika,N;COM;SG,5,11
573,päivä,päivill,N;AT+ESS;PL,5,11
574,meez,meheelt,N;AT+ABL;SG,5,11
575,töö,tööz,N;IN+ESS;SG,5,11
576,itšä,iält,N;AT+ABL;SG,5,11
577,jalka,jalgoiss,N;IN+ABL;PL,5,11
578,karu,karuoilõ,N;AT+ALL;PL,5,11
579,võtii,võtii,N;NOM;SG,5,11
580,mätši,mäelessa,N;TERM;SG,5,11
581,jõtši,jõgõka,N;COM;SG,5,11
582,koira,koira,N;NOM;SG,5,11
583,töö,töönä,N;ESS;SG,5,11
584,lintu,lintuiss,N;IN+ABL;PL,5,11
585,ammaz,ampaanna,N;ESS;SG,5,11
586,töö,töďďe,N;GEN;PL,5,11
587,opõnõ,opõzilt,N;AT+ABL;PL,5,11
588,tšäsi,tšäess,N;IN+ABL;SG,5,11
589,velli,vellee,N;IN+ALL;SG,5,11
590,maa,maana,N;ESS;SG,5,11
591,kurtši,kurkõõ,N;IN+ALL;SG,5,11
592,kurtši,kurgõd,N;NOM;PL,5,11
593,lahsi,lahsiina,N;ESS;PL,5,11
594,tševäd,tševääse,N;IN+ALL;SG,5,11
595,mätši,mäell,N;AT+ESS;SG,5,11
596,emä,emile,N;AT+ALL;PL,5,11
597,kurtši,kurgõz,N;IN+ESS;SG,5,11
598,töö,tööd,N;NOM;PL,5,11
599,staruha,staruhall,N;AT+ESS;SG,5,11
600,kõrsi,kõrsiisõ,N;IN+ALL;PL,5,11
601,susi,suõssi,N;TRANS;SG,5,11
602,meez,meheez,N;IN+ESS;SG,5,11
603,kõrsi,kõrsiinä,N;ESS;PL,5,11
604,tähti,tähen,N;ESS;SG,5,11
605,süä,süämmiisessa,N;TERM;PL,5,11
606,jää,jäit,N;PRT;PL,5,11
607,opõnõ,opõsiit,N;PRT;PL,5,11
608,lumi,lumõõ,N;GEN;SG,5,11
609,seppä,sepäka,N;COM;SG,5,11
610,õźźa,õźass,N;IN+ABL;SG,5,11
611,tšäsi,tšäsiinä,N;ESS;PL,5,11
612,õźźa,õźźaa,N;GEN;SG,5,11
613,silmä,silänä,N;ESS;SG,5,11
614,vesi,vesi,N;NOM;SG,5,11
615,võtii,võttimiz,N;IN+ESS;PL,5,11
616,süä,süämmessi,N;TRANS;SG,5,11
617,nain,naisiisõ,N;IN+ALL;PL,5,11
618,pää,pää,N;NOM;SG,5,11
619,õlud,õluuka,N;COM;SG,5,11
620,juusso,juusoo,N;GEN;SG,5,11
621,kõrsi,kõrrõna,N;ESS;SG,5,11
622,isä,izilt,N;AT+ABL;PL,5,11
623,kurtši,kurďill,N;AT+ESS;PL,5,11
624,ilozuz,ilozuuss,N;IN+ABL;SG,5,11
625,sõbra,sõbrõika,N;COM;PL,5,11
626,lahsi,lahzõõ,N;GEN;SG,5,11
627,õlud,õluusõ,N;IN+ALL;SG,5,11
628,lumi,lumõka,N;COM;SG,5,11
629,maa,mailõssa,N;TERM;PL,5,11
630,kurtši,kurďissi,N;TRANS;PL,5,11
631,päivä,päivält,N;AT+ABL;SG,5,11
632,jää,jääz,N;IN+ESS;SG,5,11
633,staruha,staruhill,N;AT+ESS;PL,5,11
634,seppä,sepill,N;AT+ESS;PL,5,11
635,staruha,staruhije,N;GEN;PL,5,11
636,kuu,kuut,N;PRT;SG,5,11
637,karu,karuss,N;IN+ABL;SG,5,11
638,nain,naisije,N;GEN;PL,5,11
639,jalka,jalgall,N;AT+ESS;SG,5,11
640,õlud,õluud,N;NOM;PL,5,11
641,akkuna,akkunoiss,N;IN+ABL;PL,5,11
642,luu,luit,N;PRT;PL,5,11
643,töö,töissi,N;TRANS;PL,5,11
644,tähti,tähez,N;IN+ESS;SG,5,11
645,meez,meheed,N;NOM;PL,5,11
646,sipuli,sipulilõ,N;AT+ALL;SG,5,11
647,opõnõ,opõsiina,N;ESS;PL,5,11
648,tütär,tüttäressi,N;TRANS;SG,5,11
649,koira,koirõiz,N;IN+ESS;PL,5,11
650,lupa,luvass,N;IN+ABL;SG,5,11
651,sõzar,sõzarta,N;PRT;SG,5,11
652,lintu,lintuje,N;GEN;PL,5,11
653,seppä,seppä,N;NOM;SG,5,11
654,velli,velled,N;NOM;PL,5,11
655,tševäd,tševääd,N;NOM;PL,5,11
656,töö,tööka,N;COM;SG,5,11
657,itšä,iäz,N;IN+ESS;SG,5,11
658,opõnõ,opõzõssi,N;TRANS;SG,5,11
659,pää,pääss,N;IN+ABL;SG,5,11
660,kõrva,kõrva,N;NOM;PL,5,11
661,jõtši,jõďiss,N;IN+ABL;PL,5,11
662,meez,meheeke,N;COM;SG,5,11
663,jõtši,jõďilõ,N;AT+ALL;PL,5,11
664,karu,karuit,N;PRT;PL,5,11
665,karu,karuuz,N;IN+ESS;SG,5,11
666,lintu,lintua,N;PRT;SG,5,11
667,juusso,juussoje,N;GEN;PL,5,11
668,tširjai,tširjaimiisõssa,N;TERM;PL,5,11
669,sõbra,sõbraa,N;IN+ALL;SG,5,11
670,lahsi,lahsilõ,N;AT+ALL;PL,5,11
671,varõz,varõhsiiss,N;IN+ABL;PL,5,11
672,juusso,juussoilõssa,N;TERM;PL,5,11
673,pää,päika,N;COM;PL,5,11
674,jää,jäďďe,N;GEN;PL,5,11
675,jõtši,jõgõd,N;NOM;PL,5,11
676,üü,üüt,N;PRT;SG,5,11
677,lintu,lintuilt,N;AT+ABL;PL,5,11
678,tševäd,tševäd,N;NOM;SG,5,11
679,sõbra,sõbrassi,N;TRANS;SG,5,11
680,tütär,tüttäreka,N;COM;SG,5,11
681,tševäd,tševäissi,N;TRANS;PL,5,11
682,kõrsi,kõrtta,N;PRT;SG,5,11
683,nain,naiziz,N;IN+ESS;PL,5,11
684,kõrva,kõrvaka,N;COM;SG,5,11
685,silmä,silmäss,N;IN+ABL;SG,5,11
686,üü,üilt,N;AT+ABL;PL,5,11
687,kõrsi,kõrsijeka,N;COM;PL,5,11
688,lahsi,lahsõll,N;AT+ESS;SG,5,11
689,maa,maiz,N;IN+ESS;PL,5,11
690,itšä,iďissi,N;TRANS;PL,5,11
691,õźźa,õźźad,N;NOM;PL,5,11
692,silmä,silmije,N;GEN;PL,5,11
693,isä,isiika,N;COM;PL,5,11
694,töö,tööt,N;PRT;SG,5,11
695,tširjai,tširjaimõd,N;NOM;PL,5,11
696,tšäsi,tšäed,N;NOM;PL,5,11
697,entši,entšije,N;GEN;PL,5,11
698,kõrva,kõrvill,N;AT+ESS;PL,5,11
699,staruha,staruhassi,N;TRANS;SG,5,11
700,luu,luud,N;NOM;PL,5,11
701,tähti,tähell,N;AT+ESS;SG,5,11
702,lupa,luvaz,N;IN+ESS;SG,5,11
703,süä,süämmell,N;AT+ESS;SG,5,11
704,õźźa,õźaka,N;COM;SG,5,11
705,õźźa,õźźana,N;ESS;SG,5,11
706,karu,karulõssa,N;TERM;PL,5,11
707,lintu,linnulõ,N;AT+ALL;SG,5,11
708,kõrva,kõrvilõ,N;AT+ALL;PL,5,11
709,nain,naizill,N;AT+ESS;PL,5,11
710,lumi,lumiss,N;IN+ABL;PL,5,11
711,tähti,tähelt,N;AT+ABL;SG,5,11
712,varõz,varõhsiilt,N;AT+ABL;PL,5,11
713,võtii,võttimõna,N;ESS;SG,5,11
714,luu,luuz,N;IN+ESS;SG,5,11
715,meez,meheess,N;IN+ABL;SG,5,11
716,maa,maissi,N;TRANS;PL,5,11
717,pää,päänä,N;ESS;SG,5,11
718,tširjai,tširjaimissi,N;TRANS;PL,5,11
719,tševäd,tševäälessa,N;TERM;SG,5,11
720,lahsi,lahsõõssa,N;TERM;SG,5,11
721,lahsi,lahsiisõ,N;IN+ALL;PL,5,11
722,staruha,staruhillõssa,N;TERM;PL,5,11
723,õlud,õluul,N;AT+ESS;SG,5,11
724,kurtši,kurgõss,N;IN+ABL;SG,5,11
725,üü,üissi,N;TRANS;PL,5,11
726,maa,maalõssa,N;TERM;SG,5,11
727,seppä,sepilessa,N;TERM;PL,5,11
728,luu,luuka,N;COM;SG,5,11
729,sõzar,sõsariit,N;PRT;PL,5,11
730,luu,luu,N;GEN;SG,5,11
731,karu,karuilt,N;AT+ABL;PL,5,11
732,isä,isä,N;NOM;SG,5,11
733,velli,velliz,N;IN+ESS;PL,5,11
734,mätši,mäen,N;ESS;SG,5,11
735,lumi,lumije,N;GEN;PL,5,11
736,pää,pääka,N;COM;SG,5,11
737,päivä,päiviss,N;IN+ABL;PL,5,11
738,võtii,võttimijeka,N;COM;PL,5,11
739,lumi,lumiisõssa,N;TERM;PL,5,11
740,üü,üzenä,N;ESS;SG,5,11
741,vesi,vesijeka,N;COM;PL,5,11
742,päivä,päiviika,N;COM;PL,5,11
743,lupa,lupõisõ,N;IN+ALL;PL,5,11
744,lupa,lupõilt,N;AT+ABL;PL,5,11
745,õlud,õluit,N;PRT;PL,5,11
746,kõrsi,kõrrõka,N;COM;SG,5,11
747,uhsi,uhsilõ,N;AT+ALL;PL,5,11
748,ilozuz,ilozuu,N;GEN;SG,5,11
749,üü,üüle,N;AT+ALL;SG,5,11
750,jõtši,jõďiz,N;IN+ESS;PL,5,11
751,velli,vellez,N;IN+ESS;SG,5,11
752,karu,karujeka,N;COM;PL,5,11
753,susi,suzile,N;AT+ALL;PL,5,11
754,jalka,jalkaa,N;IN+ALL;SG,5,11
755,sõzar,sõsariz,N;IN+ESS;PL,5,11
756,kuu,kuilõ,N;AT+ALL;PL,5,11
757,kõrsi,kõrrõssi,N;TRANS;SG,5,11
758,tšivi,tšivisessa,N;TERM;PL,5,11
759,varõz,varõhsõss,N;IN+ABL;SG,5,11
760,sõzar,sõsarissi,N;TRANS;PL,5,11
761,kõrva,kõrvilt,N;AT+ABL;PL,5,11
762,akkuna,akkunoina,N;ESS;PL,5,11
763,varõz,varõhsõka,N;COM;SG,5,11
764,isä,izilessa,N;TERM;PL,5,11
765,kuu,kuika,N;COM;PL,5,11
766,tähti,tähee,N;GEN;SG,5,11
767,meez,meheina,N;ESS;PL,5,11
768,tširjai,tširjaimõka,N;COM;SG,5,11
769,mätši,mäessi,N;TRANS;SG,5,11
770,õlud,õluďďeka,N;COM;PL,5,11
771,tširjai,tširjaimije,N;GEN;PL,5,11
772,sipuli,sipulill,N;AT+ESS;SG,5,11
773,võtii,võttimõõ,N;GEN;SG,5,11
774,silmä,silmäkä,N;COM;SG,5,11
775,päivä,päiväsessa,N;TERM;SG,5,11
776,tähti,tähti,N;NOM;SG,5,11
777,tšäsi,tšäziss,N;IN+ABL;PL,5,11
778,meez,meheiss,N;IN+ABL;PL,5,11
779,lammaz,lampaisõssa,N;TERM;PL,5,11
780,velli,vellelt,N;AT+ABL;SG,5,11
781,lahsi,lahsõz,N;IN+ESS;SG,5,11
782,juusso,juussoilt,N;AT+ABL;PL,5,11
783,koira,koiralõssa,N;TERM;SG,5,11
784,õźźa,õźďill,N;AT+ESS;PL,5,11
785,maa,maala,N;AT+ALL;SG,5,11
786,jõtši,jõtšiika,N;COM;PL,5,11
787,jää,jääl,N;AT+ESS;SG,5,11
788,sipuli,sipuli,N;NOM;SG,5,11
789,karu,karuisõ,N;IN+ALL;PL,5,11
790,isä,isää,N;PRT;SG,5,11
791,karu,karu,N;NOM;SG,5,11
792,sõbra,sõbrõilõ,N;AT+ALL;PL,5,11
793,kuu,kuu,N;GEN;SG,5,11
794,koira,koiraa,N;IN+ALL;SG,5,11
795,nain,naizilõssa,N;TERM;PL,5,11
796,ammaz,ampait,N;PRT;PL,5,11
797,mätši,mätši,N;NOM;SG,5,11
798,üü,üülessa,N;TERM;SG,5,11
799,luu,luut,N;PRT;SG,5,11
800,sõzar,sõsarõõ,N;GEN;SG,5,11
801,leipä,leipoit,N;PRT;PL,5,11
802,kurtši,kurgõõ,N;GEN;SG,5,11
803,tširjai,tširjaimõõ,N;IN+ALL;SG,5,11
804,sõbra,sõbraa,N;PRT;SG,5,11
805,pää,päält,N;AT+ABL;SG,5,11
806,maa,maaka,N;COM;SG,5,11
807,meez,meheesessa,N;TERM;SG,5,11
808,vesi,veed,N;NOM;PL,5,11
809,tütär,tüttäress,N;IN+ABL;SG,5,11
810,sipuli,sipuliil,N;AT+ESS;PL,5,11
811,karu,karuna,N;ESS;SG,5,11
812,lupa,lupõiss,N;IN+ABL;PL,5,11
813,luu,luu,N;NOM;SG,5,11
814,entši,enďiz,N;IN+ESS;PL,5,11
815,lahsi,lahsissi,N;TRANS;PL,5,11
816,jõtši,jõgõz,N;IN+ESS;SG,5,11
817,luu,luilõ,N;AT+ALL;PL,5,11
818,töö,töise,N;IN+ALL;PL,5,11
819,aika,aigall,N;AT+ESS;SG,5,11
820,tütär,tüttärennä,N;ESS;SG,5,11
821,itšä,iäka,N;COM;SG,5,11
822,juusso,juussoz,N;IN+ESS;SG,5,11
823,lammaz,lampait,N;PRT;PL,5,11
824,jalka,jalkaa,N;PRT;SG,5,11
825,tütär,tüttärilt,N;AT+ABL;PL,5,11
826,itšä,itšäsessa,N;TERM;SG,5,11
827,aika,aigassi,N;TRANS;SG,5,11
828,akkuna,akkunoje,N;GEN;PL,5,11
829,lumi,lumõõ,N;IN+ALL;SG,5,11
830,silmä,silmäse,N;IN+ALL;SG,5,11
831,vesi,vettä,N;PRT;SG,5,11
832,itšä,iää,N;GEN;SG,5,11
833,entši,enďiss,N;IN+ABL;PL,5,11
834,velli,velleessa,N;TERM;SG,5,11
835,päivä,päiviz,N;IN+ESS;PL,5,11
836,sõbra,sõbralõssa,N;TERM;SG,5,11
837,maa,maika,N;COM;PL,5,11
838,lammaz,lampaassi,N;TRANS;SG,5,11
839,kurtši,kurtši,N;NOM;SG,5,11
840,velli,vellele,N;AT+ALL;SG,5,11
841,ilozuz,ilozuusõ,N;IN+ALL;SG,5,11
842,juusso,juussoisõ,N;IN+ALL;PL,5,11
843,ammaz,ampaďďeka,N;COM;PL,5,11
844,sipuli,sipulissi,N;TRANS;SG,5,11
845,sõzar,sõsarilt,N;AT+ABL;PL,5,11
846,uhsi,uhsõka,N;COM;SG,5,11
847,leipä,leiväll,N;AT+ESS;SG,5,11
848,võtii,võttimõlt,N;AT+ABL;SG,5,11
849,sipuli,sipuliilõssa,N;TERM;PL,5,11
850,sipuli,sipulid,N;NOM;PL,5,11
851,luu,luďďe,N;GEN;PL,5,11
852,tširjai,tširjaimiisõ,N;IN+ALL;PL,5,11
853,vesi,veziz,N;IN+ESS;PL,5,11
854,tütär,tüttäriise,N;IN+ALL;PL,5,11
855,tšäsi,tšätee,N;IN+ALL;SG,5,11
856,susi,sutaassa,N;TERM;SG,5,11
857,nain,naizõd,N;NOM;PL,5,11
858,itšä,itšä,N;NOM;SG,5,11
859,tširjai,tširjaimiina,N;ESS;PL,5,11
860,süä,süämmiijeka,N;COM;PL,5,11
861,karu,karult,N;AT+ABL;SG,5,11
862,nain,naizõll,N;AT+ESS;SG,5,11
863,staruha,staruhiisõ,N;IN+ALL;PL,5,11
864,velli,velless,N;IN+ABL;SG,5,11
865,susi,suõõ,N;GEN;SG,5,11
866,kuu,kuussi,N;TRANS;SG,5,11
867,lintu,lintu,N;NOM;SG,5,11
868,maa,maall,N;AT+ESS;SG,5,11
869,kõrsi,kõrzilt,N;AT+ABL;PL,5,11
870,lupa,luvall,N;AT+ESS;SG,5,11
871,töö,töika,N;COM;PL,5,11
872,sõzar,sõsarõll,N;AT+ESS;SG,5,11
873,ilozuz,ilozuďďe,N;GEN;PL,5,11
874,ammaz,ampaassi,N;TRANS;SG,5,11
875,kõrsi,kõrsiit,N;PRT;PL,5,11
876,sõbra,sõbrass,N;IN+ABL;SG,5,11
877,akkuna,akkunoiz,N;IN+ESS;PL,5,11
878,leipä,leiväsessa,N;TERM;SG,5,11
879,sõzar,sõsariss,N;IN+ABL;PL,5,11
880,sõbra,sõbrall,N;AT+ESS;SG,5,11
881,lammaz,lampaisõ,N;IN+ALL;PL,5,11
882,entši,enďed,N;NOM;PL,5,11
883,itšä,iďile,N;AT+ALL;PL,5,11
884,seppä,seppäz,N;IN+ESS;SG,5,11
885,maa,maila,N;AT+ALL;PL,5,11
886,jalka,jalgoil,N;AT+ESS;PL,5,11
887,varõz,varõhsiilõ,N;AT+ALL;PL,5,11
888,võtii,võttimissi,N;TRANS;PL,5,11
889,silmä,silmää,N;PRT;SG,5,11
890,nain,naisijeka,N;COM;PL,5,11
891,vesi,vesiisessa,N;TERM;PL,5,11
892,leipä,leipää,N;IN+ALL;SG,5,11
893,sõbra,sõbraz,N;IN+ESS;SG,5,11
894,tähti,tähtiise,N;IN+ALL;PL,5,11
895,ammaz,ampaalõ,N;AT+ALL;SG,5,11
896,lupa,lupõissi,N;TRANS;PL,5,11
897,mätši,mäďilt,N;AT+ABL;PL,5,11
898,lintu,lintuiz,N;IN+ESS;PL,5,11
899,jää,jäähee,N;IN+ALL;SG,5,11
900,jää,jäässi,N;TRANS;SG,5,11
901,tšäsi,tšäele,N;AT+ALL;SG,5,11
902,sõbra,sõbrõisõ,N;IN+ALL;PL,5,11
903,süä,süämmiz,N;IN+ESS;PL,5,11
904,jalka,jalgass,N;IN+ABL;SG,5,11
905,emä,emilessa,N;TERM;PL,5,11
906,koira,koirõiss,N;IN+ABL;PL,5,11
907,akkuna,akkunall,N;AT+ESS;SG,5,11
908,sõzar,sõsarijeka,N;COM;PL,5,11
909,akkuna,akkunad,N;NOM;PL,5,11
910,tähti,tähtea,N;PRT;SG,5,11
911,jää,jääd,N;NOM;PL,5,11
912,luu,luina,N;ESS;PL,5,11
913,seppä,seppiika,N;COM;PL,5,11
914,võtii,võttimõllõ,N;AT+ALL;SG,5,11
915,lammaz,lampaalõ,N;AT+ALL;SG,5,11
916,karu,karud,N;NOM;PL,5,11
917,silmä,silmäll,N;AT+ESS;SG,5,11
918,sõzar,sõsarõssi,N;TRANS;SG,5,11
919,leipä,leiväss,N;IN+ABL;SG,5,11
920,kuu,kuilt,N;AT+ABL;PL,5,11
921,kõrsi,kõrrõss,N;IN+ABL;SG,5,11
922,uhsi,uhsõlt,N;AT+ABL;SG,5,11
923,lupa,lupõilõ,N;AT+ALL;PL,5,11
924,emä,emilt,N;AT+ABL;PL,5,11
925,meez,meessä,N;PRT;SG,5,11
926,koira,koiraka,N;COM;SG,5,11
927,sipuli,sipulina,N;ESS;SG,5,11
928,töö,töinä,N;ESS;PL,5,11
929,itšä,itšiinä,N;ESS;PL,5,11
930,jalka,jalgoika,N;COM;PL,5,11
931,maa,maiss,N;IN+ABL;PL,5,11
932,tütär,tüttäriss,N;IN+ABL;PL,5,11
933,luu,luill,N;AT+ESS;PL,5,11
934,itšä,iďilt,N;AT+ABL;PL,5,11
935,maa,maassi,N;TRANS;SG,5,11
936,tšivi,tšived,N;NOM;PL,5,11
937,itšä,iäss,N;IN+ABL;SG,5,11
938,varõz,varõssa,N;PRT;SG,5,11
939,tšivi,tšiviise,N;IN+ALL;PL,5,11
940,ilozuz,ilozuussi,N;TRANS;SG,5,11
941,luu,luult,N;AT+ABL;SG,5,11
942,mätši,mäďile,N;AT+ALL;PL,5,11
943,sõzar,sõsarõd,N;NOM;PL,5,11
944,süä,süämmeka,N;COM;SG,5,11
945,nain,naizilt,N;AT+ABL;PL,5,11
946,töö,töölt,N;AT+ABL;SG,5,11
947,tšäsi,tšäsije,N;GEN;PL,5,11
948,mätši,mäďiz,N;IN+ESS;PL,5,11
949,koira,koirõje,N;GEN;PL,5,11
950,jõtši,jõtši,N;NOM;SG,5,11
951,lintu,lintuiina,N;ESS;PL,5,11
952,nain,naizissi,N;TRANS;PL,5,11
953,tšäsi,tšäelt,N;AT+ABL;SG,5,11
954,tütär,tüttärez,N;IN+ESS;SG,5,11
955,maa,maad,N;NOM;PL,5,11
956,kõrsi,kõrzilõ,N;AT+ALL;PL,5,11
957,susi,suõd,N;NOM;PL,5,11
958,susi,suõna,N;ESS;SG,5,11
959,uhsi,uhsõss,N;IN+ABL;SG,5,11
960,mätši,mäez,N;IN+ESS;SG,5,11
961,sipuli,sipuliit,N;PRT;PL,5,11
962,leipä,leipoisõ,N;IN+ALL;PL,5,11
963,süä,süät,N;PRT;SG,5,11
964,lammaz,lampaal,N;AT+ESS;SG,5,11
965,õźźa,õźďije,N;GEN;PL,5,11
966,entši,enďee,N;GEN;SG,5,11
967,kõrsi,kõrrõlõ,N;AT+ALL;SG,5,11
968,üü,ühee,N;IN+ALL;SG,5,11
969,kõrsi,kõrrõll,N;AT+ESS;SG,5,11
970,mätši,mäe,N;GEN;SG,5,11
971,õlud,õluult,N;AT+ABL;SG,5,11
972,meez,meheďďe,N;GEN;PL,5,11
973,jalka,jalgoilõssa,N;TERM;PL,5,11
974,pää,päise,N;IN+ALL;PL,5,11
975,leipä,leipoina,N;ESS;PL,5,11
976,üü,üül,N;AT+ESS;SG,5,11
977,töö,töit,N;PRT;PL,5,11
978,tšäsi,tšättä,N;PRT;SG,5,11
979,päivä,päiviisessa,N;TERM;PL,5,11
980,meez,meheile,N;AT+ALL;PL,5,11
981,süä,süämmee,N;IN+ALL;SG,5,11
982,isä,isiinä,N;ESS;PL,5,11
983,tševäd,tševäit,N;PRT;PL,5,11
984,päivä,päiväle,N;AT+ALL;SG,5,11
985,sipuli,sipuli,N;GEN;SG,5,11
986,entši,entšiit,N;PRT;PL,5,11
987,kõrsi,kõrsije,N;GEN;PL,5,11
988,tširjai,tširjaimõ,N;GEN;SG,5,11
989,susi,suõz,N;IN+ESS;SG,5,11
990,varõz,varõhsõlt,N;AT+ABL;SG,5,11
991,jalka,jalgana,N;ESS;SG,5,11
992,üü,üüz,N;IN+ESS;SG,5,11
993,süä,süämmed,N;NOM;PL,5,11
994,susi,susiit,N;PRT;PL,5,11
995,kurtši,kurďilt,N;AT+ABL;PL,5,11
996,akkuna,akkunoit,N;PRT;PL,5,11
997,kõrva,kõrvije,N;GEN;PL,5,11
998,lammaz,lampaiss,N;IN+ABL;PL,5,11
999,aika,aigoilõssa,N;TERM;PL,5,11
1000,leipä,leipoje,N;GEN;PL,5,11
1001,lumi,lumõd,N;NOM;PL,5,11
1002,akkuna,akkunaka,N;COM;SG,5,11
